,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
Accumulated time steps,0.0,766.0,1041.0,1504.0,1753.0,1915.0,2086.0,2341.0,2792.0,3235.0,3598.0,3841.0,4296.0,4447.0,4611.0,4767.0,4920.0,5071.0,5229.0,5388.0,5598.0,5939.0,6310.0,6588.0,6742.0,7104.0,7370.0,7732.0,8090.0,8245.0,8503.0,9033.0,9180.0,9532.0,9699.0,9850.0,10001.0,10162.0,10501.0,10752.0,11010.0,11267.0,11441.0,11789.0
Episode reward,0.0,59.697270944460975,85.15620093691055,73.55329498532288,86.2927405790233,90.3932839088945,90.3749988342331,85.81766736272453,74.9417873650065,73.97951517368742,80.49878702526807,87.19405465946203,73.64015101565903,91.88114210217368,90.66449657410571,91.43294745625386,90.95526612199592,92.02578434732249,90.66794094408648,90.99158422349858,86.2166941499043,82.07025053761471,78.6259539553691,83.2318325362925,91.28935608344804,78.6985968664552,83.8704677020302,79.58626294905484,80.16261082367339,91.33190749298072,84.59648412166382,71.30728964791875,92.21316666437006,79.48843136075178,89.54391513165726,91.79011394819234,91.17840218115306,90.49585752100195,80.79089546196175,88.24349804981968,85.90301526996464,87.95033405293648,89.79415171940451,81.44209080662348
Episode feedback,0.8,0.3298429315054412,0.1788321161356492,0.18614718574427017,0.12903225754422476,0.09937888137031752,0.1235294110380623,0.10629921217992436,0.07111111095308642,0.04298642524211216,0.06077348049510088,0.041322313878833415,0.05286343600690873,0.04666666635555556,0.042944785012608684,0.03225806430801249,0.03289473662569252,0.02666666648888889,0.0318471335551138,0.01898734165197885,0.009569377944644126,0.03235294108131488,0.027027026953981008,0.010830324870648647,0.019607843009099065,0.005540166189639429,0.011320754674261304,0.005540166189639429,0.0,0.012987012902681734,0.0,0.007561436658674033,0.020547945064740104,0.005698005681772063,0.006024096349252432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,54.45130753517151,72.63475704193115,102.86566257476807,118.59434962272644,128.97744727134705,140.47087621688843,156.31166648864746,182.20354747772217,206.66550064086914,227.4897575378418,241.45835065841675,266.99008321762085,275.98850536346436,285.8142433166504,294.9935805797577,304.04501366615295,313.00512742996216,322.2783200740814,331.43165397644043,343.1010673046112,362.09253334999084,382.4689562320709,397.60614919662476,406.54148864746094,425.90491366386414,440.4504063129425,459.80351424217224,478.7362048625946,487.7239956855774,501.7432191371918,529.5572366714478,538.1450734138489,556.9648337364197,566.4186601638794,575.021782875061,583.5771241188049,592.5708632469177,610.5527904033661,624.2113029956818,638.2560815811157,652.1395616531372,661.7680540084839,680.2595269680023
total minutes,0.0,0.9075217922528585,1.2105792840321858,1.7144277095794678,1.9765724937121074,2.1496241211891176,2.341181270281474,2.6051944414774577,3.0367257912953693,3.4444250106811523,3.79149595896403,4.024305844306946,4.449834720293681,4.599808422724406,4.763570721944173,4.916559676329295,5.067416894435882,5.216752123832703,5.3713053345680235,5.523860899607341,5.71835112174352,6.034875555833181,6.374482603867849,6.626769153277079,6.775691477457682,7.098415227731069,7.340840105215708,7.663391904036204,7.97893674770991,8.128733261426289,8.362386985619862,8.825953944524128,8.969084556897482,9.282747228940329,9.440311002731324,9.583696381251018,9.726285401980082,9.876181054115296,10.175879840056101,10.403521716594696,10.637601359685261,10.868992694218953,11.029467566808064,11.33765878280004
cummulative feedback,0.0,252.0,301.0,387.0,419.0,435.0,456.0,483.0,515.0,534.0,556.0,566.0,590.0,597.0,604.0,609.0,614.0,618.0,623.0,626.0,628.0,639.0,649.0,652.0,655.0,657.0,660.0,662.0,662.0,664.0,664.0,668.0,671.0,673.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,764.0,274.0,462.0,248.0,161.0,170.0,254.0,450.0,442.0,362.0,242.0,454.0,150.0,163.0,155.0,152.0,150.0,157.0,158.0,209.0,340.0,370.0,277.0,153.0,361.0,265.0,361.0,357.0,154.0,257.0,529.0,146.0,351.0,166.0,150.0,150.0,160.0,338.0,250.0,257.0,256.0,173.0,347.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
