,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Accumulated time steps,0.0,1000.0,1899.0,2450.0,2991.0,3462.0,3909.0,4554.0,5100.0,5358.0,5693.0,5942.0,6201.0,6367.0,6517.0,6775.0,7015.0,7351.0,7532.0,7913.0,8247.0,8492.0,8748.0,8905.0,9243.0,9410.0,9665.0,9908.0,10154.0,10375.0,10525.0,10889.0,11234.0,11668.0,11921.0
Episode reward,0.0,-60.387698655188245,46.03389121330788,68.490217974505,69.86894476730076,74.76174968460528,74.639551018588,64.53648458481821,67.81101421740681,84.49421368204014,80.98470267521085,85.5935977972175,84.90086120692486,89.2877155615357,91.47181173935296,85.16628980391809,85.62049731579263,81.7655668630875,88.14896170350514,77.10381841050854,81.31950440930993,86.40792604457671,85.41504910842177,90.73885462537874,81.6928751216859,89.41495053714914,85.95123324398132,86.72813869357374,86.63679601933171,89.39240623975365,91.18233435447036,79.43063404347045,83.17337379352062,78.99869413564289,86.20072488065178
Episode feedback,0.8,0.26152304583013725,0.36080178133541,0.1436363633752066,0.11851851829903978,0.0765957445178814,0.07623318368557583,0.052795030973920756,0.042201834784950765,0.03891050568517313,0.029940119670837966,0.016129032193028095,0.03488372079502434,0.006060606023875115,0.006711409350930139,0.015564202274069253,0.004184100400903346,0.008955223853865003,0.0,0.01578947364265928,0.003003002993984976,0.01639344255576458,0.00392156861207228,0.0,0.002967359041639884,0.0,0.0,0.004132231387883341,0.0,0.004545454524793388,0.0,0.00275482092905008,0.0029069767357355327,0.0023094688168372544,0.0
total seconds,0.0,66.63361048698425,134.78571605682373,168.84446811676025,201.38611030578613,228.52161121368408,254.03325009346008,289.8183903694153,319.5340144634247,334.17235803604126,352.7152087688446,366.5662260055542,380.9736018180847,390.3621668815613,398.9701910018921,413.23701548576355,426.38502407073975,444.3203489780426,454.4645166397095,475.0579626560211,492.9571740627289,506.48433351516724,520.3555862903595,529.2642300128937,547.3755145072937,556.794016122818,570.5231063365936,583.716673374176,597.1761569976807,609.3578977584839,617.948347568512,637.0770366191864,656.0795004367828,678.9574122428894,692.7575924396515
total minutes,0.0,1.110560174783071,2.246428600947062,2.814074468612671,3.3564351717631022,3.808693520228068,4.2338875015576685,4.830306506156921,5.325566907723744,5.569539300600687,5.878586812814077,6.10943710009257,6.349560030301412,6.506036114692688,6.649503183364868,6.887283591429393,7.106417067845663,7.4053391496340435,7.574408610661824,7.9176327109336855,8.215952901045481,8.441405558586121,8.672593104839326,8.821070500214894,9.122925241788229,9.279900268713634,9.508718438943227,9.728611222902934,9.952935949961345,10.155964962641399,10.299139126141865,10.617950610319774,10.934658340613048,11.315956870714823,11.54595987399419
cummulative feedback,0.0,261.0,585.0,664.0,728.0,764.0,798.0,832.0,855.0,865.0,875.0,879.0,888.0,889.0,890.0,894.0,895.0,898.0,898.0,904.0,905.0,909.0,910.0,910.0,911.0,911.0,911.0,912.0,912.0,913.0,913.0,914.0,915.0,916.0,916.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,898.0,550.0,540.0,470.0,446.0,644.0,545.0,257.0,334.0,248.0,258.0,165.0,149.0,257.0,239.0,335.0,180.0,380.0,333.0,244.0,255.0,156.0,337.0,166.0,254.0,242.0,245.0,220.0,149.0,363.0,344.0,433.0,252.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
