,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,444.0,834.0,1300.0,1461.0,1717.0,2067.0,2518.0,3147.0,4008.0,4554.0,5085.0,5529.0,6086.0,7085.0,8081.0,8568.0,8963.0,9962.0,10646.0,11645.0,12540.0,12857.0,13644.0,14449.0,15229.0,15612.0,16015.0,16637.0,17615.0,18614.0,19166.0,19712.0
Episode reward,0.0,80.96455461359204,80.62691890364975,78.7130172959367,91.64238396420355,87.55619799760545,86.191470234832,79.87796259435402,68.06372378669697,58.79587327729319,73.70393239122319,78.12452753748936,84.13525708623278,73.67026275793484,-42.06341184848878,65.55255111567831,82.6803633739718,85.13034517325458,-33.16620257754618,76.9227756046074,-39.51774337906631,62.09849928697882,86.50323042562867,68.69748804029766,66.99995327399516,68.08460304075282,88.58043082332657,80.27552066782172,75.96457552531012,68.77447925563703,-37.46759035087175,78.34760630388007,78.68715976471452
Episode feedback,0.8,0.4434389130238939,0.3367609245841621,0.26881720372297374,0.2437499984765625,0.2352941167243368,0.2464183374028128,0.17999999960000002,0.11146496797537425,0.08488372083153056,0.05688073384058581,0.08301886776788893,0.06094808112652803,0.05035971213964081,0.0300601202103606,0.019095477367743238,0.012345678986943047,0.012690355297740215,0.00801603205609616,0.002928257682389081,0.00901803606310818,0.006711409388465985,0.0,0.0012722646294245996,0.0,0.0012836970458489127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,27.985109329223633,52.359355211257935,79.83834457397461,89.90442991256714,105.00488615036011,125.63040494918823,150.48046326637268,183.21817684173584,227.069593667984,254.46853613853455,281.65605878829956,304.29706478118896,331.9789352416992,380.2476975917816,427.7583656311035,451.2710316181183,470.2597830295563,517.6775190830231,550.0628826618195,597.6543209552765,639.5524818897247,655.1913969516754,692.08624792099,729.6774153709412,766.304107427597,784.7865800857544,804.0283401012421,833.2717471122742,878.9794602394104,925.6543662548065,951.8684680461884,977.8324365615845
total minutes,0.0,0.4664184888203939,0.8726559201876323,1.3306390762329101,1.4984071652094524,1.750081435839335,2.0938400824864707,2.5080077211062113,3.0536362806955974,3.7844932277997336,4.241142268975576,4.694267646471659,5.07161774635315,5.532982254028321,6.337461626529693,7.129306093851725,7.521183860301972,7.837663050492605,8.627958651383718,9.167714711030325,9.960905349254608,10.659208031495412,10.919856615861256,11.534770798683166,12.161290256182353,12.771735123793285,13.079776334762574,13.400472335020702,13.887862451871236,14.64965767065684,15.427572770913441,15.864474467436473,16.29720727602641
cummulative feedback,0.0,196.0,327.0,452.0,491.0,551.0,637.0,718.0,788.0,861.0,892.0,936.0,963.0,991.0,1021.0,1040.0,1046.0,1051.0,1059.0,1061.0,1070.0,1076.0,1076.0,1077.0,1077.0,1078.0,1078.0,1078.0,1078.0,1078.0,1078.0,1078.0,1078.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,442.0,389.0,465.0,160.0,255.0,349.0,450.0,628.0,860.0,545.0,530.0,443.0,556.0,998.0,995.0,486.0,394.0,998.0,683.0,998.0,894.0,316.0,786.0,804.0,779.0,382.0,402.0,621.0,977.0,998.0,551.0,545.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
