,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,1000.0,1489.0,1997.0,2996.0,3537.0,3963.0,4368.0,4783.0,5102.0,5426.0,5755.0,6239.0,6969.0,7214.0,7448.0,7763.0,8385.0,9381.0,9941.0,10413.0,10813.0,11292.0,11919.0,12918.0,13856.0,14654.0,15530.0,16529.0,17398.0,17900.0,18694.0,19185.0
Episode reward,0.0,-55.26229673627292,73.59679591005154,90.50382000491771,-21.685710708607076,71.39361729209658,89.416505353461,87.23518003228473,76.20020841247462,84.8350663538245,80.96047355661766,83.70687938272113,77.30667064098444,74.01251302166709,91.17683862956186,87.50330369505453,86.71274447111922,78.60523737582334,64.14919487653637,83.56812507994707,81.85027493371786,84.86245985767067,89.19779726612661,79.96642110457931,-13.287946367521998,74.26757893424747,74.4972468766928,64.25622817674974,-37.75082566038578,83.72034840577923,70.54666735880795,63.04219915022831,85.24997246089926
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,40.577253580093384,61.85385608673096,84.08137392997742,127.2769386768341,151.5973174571991,170.87079334259033,188.88988423347473,207.56731009483337,222.12469100952148,236.8434853553772,251.7399559020996,273.51123452186584,305.9889409542084,317.4459185600281,328.3846356868744,343.02643513679504,370.48350763320923,413.44246554374695,437.80814909935,458.4513657093048,476.4951331615448,497.62876081466675,525.1985380649567,569.4746234416962,610.3934760093689,644.8641197681427,683.6291732788086,727.2531774044037,766.0486290454865,788.9140067100525,823.3088626861572,845.1794917583466
total minutes,0.0,0.6762875596682231,1.030897601445516,1.4013562321662902,2.1212823112805683,2.526621957619985,2.8478465557098387,3.1481647372245787,3.459455168247223,3.702078183492025,3.94739142258962,4.19566593170166,4.5585205753644304,5.0998156825701395,5.290765309333802,5.473077261447907,5.717107252279917,6.174725127220154,6.890707759062449,7.296802484989167,7.640856095155081,7.9415855526924135,8.293812680244447,8.753308967749279,9.49124372402827,10.173224600156148,10.747735329469045,11.393819554646809,12.120886290073395,12.767477150758108,13.148566778500875,13.72181437810262,14.08632486263911
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,488.0,507.0,998.0,540.0,425.0,404.0,414.0,318.0,323.0,328.0,483.0,729.0,244.0,233.0,314.0,621.0,995.0,559.0,471.0,399.0,478.0,626.0,998.0,937.0,797.0,875.0,998.0,868.0,501.0,793.0,490.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
