,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,896.0,1895.0,2894.0,3893.0,4892.0,5891.0,6890.0,7889.0,8888.0,9887.0,10886.0,11885.0,12884.0,13883.0,14882.0,15881.0,16880.0,17879.0,18878.0,19877.0
Episode reward,0.0,65.78319507485578,-35.32388497847761,-34.301242296706484,-32.61659293978815,-34.40692882106352,-33.51446504280244,-34.654254208210304,-33.51682402007836,-33.68465720916697,-33.02891499875042,-32.761346753867336,-34.33632799704914,-34.115215685934075,-34.557855880190175,-33.595945891654075,-33.43648882690144,-33.638249606663514,-33.80272109214659,-34.003655537861384,-33.988700602205455
Episode feedback,0.8,0.441834451407344,0.32665330628591854,0.1943887773603319,0.12224448885546645,0.06913827648382938,0.04308617230151686,0.03607214425243272,0.0300601202103606,0.01603206411219232,0.012024048084144241,0.007014028049084141,0.0050100200350601,0.0,0.00200400801402404,0.00100200400701202,0.0050100200350601,0.00200400801402404,0.0,0.0,0.0
total seconds,0.0,56.96796131134033,117.16383266448975,172.27502608299255,224.3372242450714,274.16472697257996,322.82162594795227,371.1467499732971,419.0896921157837,466.349347114563,513.5138659477234,560.3094823360443,606.8908927440643,653.1969790458679,700.2063934803009,746.9327564239502,794.0728762149811,840.8163566589355,887.8644151687622,934.640805721283,982.1546185016632
total minutes,0.0,0.9494660218556722,1.9527305444081624,2.8712504347165426,3.738953737417857,4.569412116209666,5.380360432465872,6.185779166221619,6.984828201929728,7.77248911857605,8.558564432462056,9.338491372267406,10.114848212401073,10.886616317431132,11.670106558005015,12.448879273732503,13.234547936916352,14.013605944315593,14.797740252812703,15.577346762021383,16.369243641694386
cummulative feedback,0.0,395.0,721.0,915.0,1037.0,1106.0,1149.0,1185.0,1215.0,1231.0,1243.0,1250.0,1255.0,1255.0,1257.0,1258.0,1263.0,1265.0,1265.0,1265.0,1265.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,894.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
