,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Accumulated time steps,0.0,1000.0,1921.0,2348.0,2938.0,3607.0,4276.0,5275.0,5689.0,6021.0,6430.0,6841.0,7171.0,7676.0,8264.0,9263.0,9733.0,10257.0,11113.0,11680.0,12449.0,13061.0,13389.0,13953.0,14952.0,15951.0,16923.0,17922.0,18556.0,19555.0
Episode reward,0.0,-44.80489323515383,45.17554428007382,79.80572725713958,88.76448204213548,84.8440227648155,68.89183318771751,-23.608602562388782,85.3344310444166,75.81060665741468,81.44121872164138,82.29173454921155,80.71575344340559,84.99698435133516,78.58039354463058,-46.05760164177666,86.34259426317792,90.20005021201365,75.36567371918196,77.95630923385028,70.99865859428584,84.60239447823332,89.39019491338472,73.4424836645684,-35.65819275586298,-37.61065866177457,91.41981079940628,-32.70029629201733,78.80284197090484,-18.836626820842813
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.57059979438782,82.60784673690796,101.47933912277222,127.79337167739868,156.8292384147644,185.92251110076904,228.7943980693817,247.58779382705688,262.66119837760925,280.6984865665436,299.52962708473206,314.53927779197693,336.7490928173065,362.6549918651581,405.61114597320557,426.1814901828766,449.1778757572174,486.4736077785492,510.9042139053345,544.9578182697296,572.4282565116882,587.2921984195709,611.7653691768646,654.9965543746948,698.0071284770966,739.955756187439,785.1036539077759,814.0714869499207,856.7747097015381
total minutes,0.0,0.7095099965731303,1.3767974456151326,1.6913223187128703,2.1298895279566445,2.6138206402460735,3.0987085183461507,3.8132399678230287,4.126463230450948,4.377686639626821,4.678308109442393,4.992160451412201,5.242321296532949,5.612484880288442,6.044249864419301,6.760185766220093,7.103024836381277,7.486297929286957,8.10789346297582,8.515070231755574,9.082630304495494,9.54047094186147,9.788203306992848,10.196089486281076,10.916609239578246,11.633452141284943,12.332595936457317,13.085060898462931,13.567858115832012,14.279578495025635
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,920.0,426.0,589.0,668.0,668.0,998.0,413.0,331.0,408.0,410.0,329.0,504.0,587.0,998.0,469.0,523.0,855.0,566.0,768.0,611.0,327.0,563.0,998.0,998.0,971.0,998.0,633.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
