,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Accumulated time steps,0.0,463.0,729.0,991.0,1447.0,1866.0,2541.0,2875.0,3475.0,3735.0,4734.0,5309.0,5830.0,6288.0,6972.0,7188.0,7649.0,8431.0,9430.0,10429.0,11428.0,12427.0,13400.0,14399.0,14956.0,15955.0,16954.0,17953.0,18952.0,19951.0
Episode reward,0.0,77.178122914845,86.62824984273124,87.47347717089481,76.0868895053149,82.10035297183707,71.11424046880435,86.36898155652491,78.43194856140666,87.51824685192597,-41.35792033491733,72.33453364216193,78.70242297330992,80.87310147249539,76.68293733461056,91.29869441015794,87.16311873322617,88.30100459087728,-19.183982702421634,-14.938211917428925,-13.825475413306089,-18.179018466437448,78.50384647118902,-21.646733230398446,90.32835306498559,-14.722537051744645,-22.3978081321728,-17.829115801519073,-20.51457958280012,-25.49821575091407
Episode feedback,0.8,0.4446854654128298,0.34716981001068,0.3295019144463528,0.2461538456128487,0.3038277504693116,0.23738872368339953,0.1501501496992488,0.17362270421765827,0.1467181461516674,0.07915831655394959,0.07317073157984193,0.06730769217825444,0.04157549225038185,0.04245973639464167,0.018604651076257438,0.023913043426275992,0.016645326483168597,0.01603206411219232,0.00901803606310818,0.00901803606310818,0.0030060120210360602,0.006172839499822181,0.00200400801402404,0.0,0.00100200400701202,0.0,0.0030060120210360602,0.0,0.0
total seconds,0.0,29.39094376564026,46.51095938682556,63.03940963745117,89.75502324104309,115.09041810035706,153.91234016418457,172.07596564292908,204.7423141002655,219.2284233570099,269.1639928817749,298.21198296546936,324.46941900253296,347.17750239372253,380.6053421497345,391.72542810440063,414.2743790149689,451.76633405685425,499.4065275192261,546.6460890769958,594.0580656528473,640.7480318546295,686.1988160610199,732.6868164539337,758.9846079349518,805.6350004673004,852.1759133338928,898.9126949310303,945.5840592384338,992.2585799694061
total minutes,0.0,0.489849062760671,0.7751826564470927,1.050656827290853,1.495917054017385,1.9181736350059508,2.5652056694030763,2.8679327607154845,3.412371901671092,3.653807055950165,4.486066548029582,4.970199716091156,5.407823650042216,5.786291706562042,6.343422369162242,6.528757135073344,6.904572983582814,7.529438900947571,8.323442125320435,9.110768151283263,9.900967760880787,10.679133864243825,11.436646934350332,12.211446940898895,12.64974346558253,13.42725000778834,14.202931888898213,14.981878248850505,15.759734320640565,16.537642999490103
cummulative feedback,0.0,205.0,297.0,383.0,495.0,622.0,782.0,832.0,936.0,974.0,1053.0,1095.0,1130.0,1149.0,1178.0,1182.0,1193.0,1206.0,1222.0,1231.0,1240.0,1243.0,1249.0,1251.0,1251.0,1252.0,1252.0,1255.0,1255.0,1255.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,461.0,265.0,261.0,455.0,418.0,674.0,333.0,599.0,259.0,998.0,574.0,520.0,457.0,683.0,215.0,460.0,781.0,998.0,998.0,998.0,998.0,972.0,998.0,556.0,998.0,998.0,998.0,998.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
