,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Accumulated time steps,0.0,460.0,828.0,1080.0,1350.0,1701.0,2423.0,2779.0,3058.0,3979.0,4501.0,5275.0,6080.0,6469.0,7203.0,7612.0,8611.0,8999.0,9998.0,10880.0,11652.0,12651.0,13343.0,14342.0,15341.0,16340.0,16977.0,17852.0,18851.0,19850.0
Episode reward,0.0,80.05969170821378,83.65370827764738,87.76265861084119,86.49839728961359,84.3258422025829,66.06839570221645,82.98995163592232,85.40834926763888,62.337236009711795,81.76644124209325,73.70625898390433,75.31169222071935,89.33247009006018,75.85458409741891,89.56759115824484,-28.272246916606793,90.18604927427279,-25.877081592394347,79.58834351479545,78.16196103416135,-28.13357702184683,83.56020439346628,-21.520588592094445,-19.87848182890697,-22.984482834236093,90.25371808994039,83.5609687673795,-20.01232643796465,-26.87378136578262
Episode feedback,0.8,0.423580785101352,0.3569482279102228,0.2749003973111538,0.23420074262378907,0.27428571350204084,0.16227461836022938,0.15492957702836738,0.0935251795196936,0.11086956509688091,0.1055662186073585,0.07503234142945363,0.05099502481219524,0.06701030910564354,0.034106411958927135,0.029411764633794694,0.02104208414725242,0.012919896607442128,0.013026052091156261,0.004540295114029177,0.009079118016758602,0.0,0.0014471780008000318,0.00100200400701202,0.00200400801402404,0.0,0.0,0.0011441647584162875,0.0,0.0
total seconds,0.0,29.04962992668152,52.3759503364563,68.01366806030273,84.1122453212738,105.2197277545929,144.2455108165741,163.95257306098938,178.7226779460907,226.10254788398743,253.438982963562,292.2963492870331,331.8590371608734,351.720009803772,387.450133562088,407.7631947994232,455.2815730571747,474.4203612804413,521.8154594898224,562.7974526882172,599.2369554042816,645.8386325836182,678.7129135131836,725.6096565723419,772.284351348877,818.5838482379913,848.4873600006104,889.5136804580688,935.9002270698547,982.43776512146
total minutes,0.0,0.4841604987780253,0.8729325056076049,1.133561134338379,1.4018707553545633,1.7536621292432149,2.404091846942902,2.732542884349823,2.9787112991015117,3.768375798066457,4.2239830493927,4.871605821450552,5.530983952681224,5.8620001633962,6.4575022260348005,6.796053246657054,7.588026217619578,7.907006021340688,8.696924324830373,9.37995754480362,9.987282590071361,10.763977209726969,11.311881891886394,12.093494276205698,12.871405855814617,13.643064137299856,14.141456000010173,14.82522800763448,15.598337117830912,16.373962752024333
cummulative feedback,0.0,194.0,325.0,394.0,457.0,553.0,670.0,725.0,751.0,853.0,908.0,966.0,1007.0,1033.0,1058.0,1070.0,1091.0,1096.0,1109.0,1113.0,1120.0,1120.0,1121.0,1122.0,1124.0,1124.0,1124.0,1125.0,1125.0,1125.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,458.0,367.0,251.0,269.0,350.0,721.0,355.0,278.0,920.0,521.0,773.0,804.0,388.0,733.0,408.0,998.0,387.0,998.0,881.0,771.0,998.0,691.0,998.0,998.0,998.0,636.0,874.0,998.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
