,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,1000.0,1247.0,1888.0,2461.0,2992.0,3243.0,3694.0,4126.0,5125.0,5771.0,6178.0,6495.0,6915.0,7546.0,8078.0,8449.0,8768.0,9471.0,9929.0,10364.0,10968.0,11599.0,12598.0,13283.0,13987.0,14516.0,15116.0,16041.0,16817.0,17816.0,18604.0,19603.0
Episode reward,0.0,-56.98937130120593,86.08808272576557,71.03876509832908,73.59830637289863,78.04937817500036,88.5377876485424,78.7436109682245,79.39944142402447,-40.42366214592217,66.52181432320117,78.60105664551945,84.99602653644364,85.67255612711847,86.72674606355876,86.43316623094172,94.2113905503944,89.15119766630565,86.35380052561186,91.42950892502624,94.23057412745845,86.6759667256649,92.4664429725184,-15.27242582922271,85.15463953042652,80.5014514834512,87.18963989473674,87.73044756643526,82.6492796694127,77.19208810043537,-20.466443826765495,83.37610556569555,-14.068546603427889
Episode feedback,0.8,0.22144288554965644,0.2520325193006808,0.26406249958740236,0.20279720244266222,0.21320754676753292,0.13999999944,0.11555555529876543,0.11600928047329634,0.07014028049084141,0.04496124024037017,0.05172413780363513,0.03797468342413075,0.0525059664617996,0.022222222186948852,0.020715630846109924,0.013513513476990504,0.022012578547130256,0.007122507112361101,0.008752735210606707,0.004608294920257385,0.003316749579905888,0.009523809508692365,0.0030060120210360602,0.0,0.0014224751046621976,0.0,0.0016694490790159448,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,54.3575234413147,69.2164351940155,106.58699011802673,138.78180718421936,168.94644808769226,182.89560222625732,206.67369508743286,229.66504406929016,279.5562505722046,311.69434356689453,332.5450222492218,348.68582820892334,369.95442295074463,400.71593832969666,426.8040692806244,445.0942463874817,461.0875298976898,494.663818359375,516.8677906990051,537.9641661643982,566.8665599822998,597.1312210559845,644.3464646339417,676.6072432994843,710.0759761333466,735.3742682933807,764.0288763046265,807.4221584796906,843.6605355739594,890.08629155159,926.9325847625732,973.4103765487671
total minutes,0.0,0.9059587240219116,1.1536072532335917,1.7764498353004456,2.313030119736989,2.815774134794871,3.048260037104289,3.4445615847905477,3.8277507344881694,4.659270842870076,5.194905726114909,5.54241703748703,5.811430470148722,6.1659070491790775,6.678598972161611,7.1134011546770735,7.418237439791361,7.684792164961497,8.24439697265625,8.614463178316752,8.966069436073303,9.447775999704996,9.952187017599742,10.739107743899028,11.276787388324738,11.834599602222443,12.256237804889679,12.733814605077107,13.45703597466151,14.061008926232656,14.834771525859832,15.448876412709554,16.223506275812785
cummulative feedback,0.0,221.0,283.0,452.0,568.0,681.0,716.0,768.0,818.0,888.0,917.0,938.0,950.0,972.0,986.0,997.0,1002.0,1009.0,1014.0,1018.0,1020.0,1022.0,1028.0,1031.0,1031.0,1032.0,1032.0,1033.0,1033.0,1033.0,1033.0,1033.0,1033.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,246.0,640.0,572.0,530.0,250.0,450.0,431.0,998.0,645.0,406.0,316.0,419.0,630.0,531.0,370.0,318.0,702.0,457.0,434.0,603.0,630.0,998.0,684.0,703.0,528.0,599.0,924.0,775.0,998.0,787.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
