,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0,12988.0,13987.0,14986.0,15985.0,16984.0,17983.0,18982.0,19916.0
Episode reward,0.0,-62.705939500772864,-69.93893648718142,-74.23102835180818,-70.6943642608577,-74.95093111844055,-56.81539621450003,-93.59307274125156,-58.07765870533812,-74.55917384777852,-59.76038790495604,-56.64867606051818,-55.340935803441205,-57.252048807452205,-56.10888354209658,-55.26605217967862,-58.866335727156255,-60.24249991658504,-58.59644249604771,-57.5584169549685,42.71083073976757
Episode feedback,0.8,0.0060120240420721205,0.09418837665912988,0.0901803606310818,0.08416833658900968,0.06412825644876928,0.06412825644876928,0.02905811620334858,0.026052104182312522,0.014028056098168281,0.014028056098168281,0.0050100200350601,0.0050100200350601,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0,0.00100200400701202,0.0,0.0
total seconds,0.0,43.5307080745697,100.10051822662354,157.6582899093628,214.77805018424988,270.6226522922516,326.25910997390747,379.6295804977417,432.7272746562958,484.5719368457794,536.8247184753418,587.5836932659149,638.2435901165009,688.9109838008881,739.6164970397949,790.6926519870758,841.4288003444672,892.152259349823,942.7475435733795,993.3198418617249,1040.5952870845795
total minutes,0.0,0.7255118012428283,1.6683419704437257,2.6276381651560468,3.579634169737498,4.510377538204193,5.4376518328984575,6.3271596749623615,7.2121212442715965,8.076198947429656,8.947078641255697,9.793061554431915,10.637393168608348,11.481849730014801,12.326941617329915,13.178210866451263,14.023813339074453,14.86920432249705,15.712459059556325,16.555330697695414,17.343254784742992
cummulative feedback,0.0,6.0,100.0,190.0,274.0,338.0,402.0,431.0,457.0,471.0,485.0,490.0,495.0,496.0,496.0,497.0,497.0,497.0,498.0,498.0,498.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,933.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
