,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,811.0,1532.0,2520.0,3519.0,4518.0,5517.0,6516.0,7515.0,8514.0,9513.0,10512.0,11511.0,12510.0,13509.0,14508.0,15499.0,16498.0,17497.0,18496.0,19495.0
Episode reward,0.0,54.53259019000312,65.53415973729454,54.23278675663454,-46.19159439862923,-43.25050397877404,-39.42329685184201,-41.06106079211133,-39.577855044744005,-40.68611641531185,-38.3977109625545,-36.806881520768506,-40.94179913274545,-40.68619210465571,-38.75923223313877,-38.85166699375702,61.37733729547389,-37.950165889147335,-37.359728662835984,-36.171152767278436,-38.54311769153976
Episode feedback,0.8,0.4820766372285826,0.31111111067901237,0.27558257317570156,0.12825651289753856,0.07014028049084141,0.056112224392673125,0.052104208364625045,0.02304609216127646,0.024048096168288482,0.00400801602804808,0.012024048084144241,0.00801603205609616,0.00200400801402404,0.0030060120210360602,0.0,0.001010101009080706,0.0,0.0,0.0,0.0
total seconds,0.0,53.86905097961426,98.24233651161194,156.7764356136322,209.33136868476868,259.22574973106384,308.5471339225769,357.5494911670685,405.2452039718628,452.8057119846344,499.348703622818,546.4247887134552,593.433274269104,640.5531351566315,687.587014913559,734.502697467804,781.1754689216614,828.3252747058868,875.2363135814667,922.2034485340118,969.1440668106079
total minutes,0.0,0.8978175163269043,1.6373722751935322,2.6129405935605368,3.4888561447461446,4.320429162184397,5.142452232042948,5.959158186117808,6.75408673286438,7.546761866410574,8.322478393713633,9.10707981189092,9.890554571151734,10.675885585943858,11.45978358189265,12.241711624463399,13.019591148694357,13.805421245098113,14.587271893024445,15.370057475566863,16.15240111351013
cummulative feedback,0.0,390.0,614.0,886.0,1014.0,1084.0,1140.0,1192.0,1215.0,1239.0,1243.0,1255.0,1263.0,1265.0,1268.0,1268.0,1269.0,1269.0,1269.0,1269.0,1269.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,809.0,720.0,987.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,990.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
