,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0,12988.0,13987.0,14986.0,15985.0,16984.0,17983.0,18982.0,19981.0
Episode reward,0.0,-52.38438282178079,-50.986932351496336,-48.67259349278063,-46.323916138091306,-45.77628709694736,-45.74789697513848,-44.50977735174444,-43.99220162046568,-46.453640976612945,-46.21346321481909,-48.68102148393116,-47.28874532504739,-47.868140487749415,-46.27585153338487,-46.9363591644143,-45.65523081425925,-47.41227108107083,-48.229057578895834,-48.42129444691941,-45.78688047394179
Episode feedback,0.8,0.40080160280480803,0.26152304583013725,0.20741482945148815,0.12424849686949048,0.09218436864510585,0.06713426846980534,0.03106212421737262,0.028056112196336563,0.014028056098168281,0.0050100200350601,0.0060120240420721205,0.00400801602804808,0.0030060120210360602,0.00100200400701202,0.0,0.0,0.0,0.00100200400701202,0.0,0.00100200400701202
total seconds,0.0,62.69842767715454,121.6901421546936,178.24756979942322,230.46560072898865,281.14298844337463,330.6923758983612,378.4947988986969,426.2536971569061,473.47930908203125,520.1476762294769,567.2593789100647,614.2347316741943,661.2082421779633,708.1234953403473,754.9931399822235,802.0318355560303,849.3501942157745,896.606287240982,943.5957510471344,990.1931548118591
total minutes,0.0,1.0449737946192423,2.02816903591156,2.970792829990387,3.841093345483144,4.685716474056244,5.51153959830602,6.308246648311615,7.104228285948436,7.8913218180338545,8.669127937157949,9.454322981834412,10.237245527903239,11.020137369632721,11.802058255672454,12.583218999703725,13.36719725926717,14.15583657026291,14.943438120683034,15.726595850785573,16.50321924686432
cummulative feedback,0.0,400.0,661.0,868.0,992.0,1084.0,1151.0,1182.0,1210.0,1224.0,1229.0,1235.0,1239.0,1242.0,1243.0,1243.0,1243.0,1243.0,1244.0,1244.0,1245.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
