,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Accumulated time steps,0.0,631.0,1001.0,1375.0,1917.0,2439.0,2796.0,3795.0,4233.0,4756.0,5289.0,5803.0,6802.0,7558.0,8226.0,9013.0,9767.0,10149.0,10898.0,11897.0,12464.0,13279.0,14278.0,14992.0,15820.0,16724.0,17711.0,18710.0,19429.0,19978.0
Episode reward,0.0,74.77396594923815,81.49226482318154,82.75908759213257,75.72378075639982,76.03602099237885,83.57489500292316,-45.47444799238534,80.30205025995478,78.23493457187732,72.35289797310584,77.2699349083239,-41.085633826996244,73.24492544721822,76.20463562200072,69.68715316688736,72.66401168760952,89.42411651204817,76.77427693315546,-35.38567641717171,79.02922533549139,75.02757861276558,-31.076117191611164,73.44759425177544,70.35815503425773,73.94060105035445,63.65853460901127,-26.574216614358452,77.10503261524366,81.9111207342455
Episode feedback,0.8,0.4483306829120339,0.28455284475730935,0.27077747916681644,0.24029574816950877,0.17274472135749575,0.1516853928323444,0.0951903806661419,0.07093821494064481,0.07279693472644265,0.05075187960384985,0.0584795320497475,0.035070140245420704,0.03046357611859129,0.020989505215907787,0.012722646294245996,0.015936254958915996,0.007874015727364788,0.008021390363607767,0.0050100200350601,0.008833922245876463,0.0036855036809760396,0.00200400801402404,0.0,0.0,0.0,0.0010141987819328614,0.0,0.0,0.0
total seconds,0.0,40.7586305141449,63.18271255493164,85.4718689918518,116.85824346542358,145.61644887924194,165.27891159057617,215.96791434288025,238.1927421092987,264.50341391563416,290.9931523799896,316.80926036834717,365.0787422657013,401.74495363235474,433.81165957450867,471.50174355506897,507.5742483139038,526.2848813533783,562.2650480270386,609.1099610328674,636.3721549510956,675.0929923057556,721.9788789749146,755.560792684555,794.0753080844879,836.1526749134064,882.1562376022339,928.8312120437622,962.6819031238556,988.5634338855743
total minutes,0.0,0.6793105085690816,1.0530452092488607,1.4245311498641968,1.947637391090393,2.4269408146540323,2.754648526509603,3.599465239048004,3.9698790351549786,4.408390231927236,4.849885872999827,5.280154339472452,6.084645704428355,6.695749227205912,7.230194326241811,7.858362392584483,8.45957080523173,8.771414689222972,9.371084133783976,10.151832683881123,10.606202582518259,11.251549871762593,12.032981316248575,12.592679878075918,13.234588468074799,13.93587791522344,14.702603960037232,15.48052020072937,16.04469838539759,16.47605723142624
cummulative feedback,0.0,282.0,387.0,488.0,618.0,708.0,762.0,857.0,888.0,926.0,953.0,983.0,1018.0,1041.0,1055.0,1065.0,1077.0,1080.0,1086.0,1091.0,1096.0,1099.0,1101.0,1101.0,1101.0,1101.0,1102.0,1102.0,1102.0,1102.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,629.0,369.0,373.0,541.0,521.0,356.0,998.0,437.0,522.0,532.0,513.0,998.0,755.0,667.0,786.0,753.0,381.0,748.0,998.0,566.0,814.0,998.0,713.0,827.0,903.0,986.0,998.0,718.0,548.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
