,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Accumulated time steps,0.0,343.0,858.0,1188.0,1682.0,2020.0,2359.0,2608.0,3114.0,3939.0,4605.0,5254.0,5838.0,6571.0,7121.0,7555.0,8122.0,8514.0,8985.0,9984.0,10573.0,11137.0,12136.0,13135.0,14134.0,15133.0,16132.0,17131.0,17918.0,18917.0
Episode reward,0.0,87.40284894994292,64.12801756830083,81.12305069503918,72.8777525524547,87.74523039356752,78.60892159789785,84.26538490418405,76.15475563371974,60.68035150193878,66.01141122569965,92.70413524699336,85.14798228857785,54.66252526901531,91.44402379991213,83.89862632801629,84.37712366235922,89.39106108283293,81.83002487627407,-2.884612778915203,83.29980032362462,86.88961694403473,-28.182860410980187,-21.191482043033897,-4.909627185996497,-16.297182173739724,-14.122115701729127,-25.009750674298143,82.15793623418013,-15.639143146221535
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,15.81275200843811,40.498204946517944,56.186959981918335,79.3877637386322,95.55513143539429,110.94618082046509,122.26061940193176,144.15375351905823,179.44579553604126,207.88048386573792,236.0346748828888,261.2095377445221,292.6094241142273,316.68348455429077,335.41860818862915,359.93613505363464,377.02709674835205,397.3407382965088,439.4334120750427,464.5431296825409,488.7189242839813,530.8634333610535,573.1631791591644,615.662202835083,658.3190793991089,700.8914880752563,743.6235990524292,777.0777404308319,820.1059761047363
total minutes,0.0,0.26354586680730185,0.6749700824419658,0.9364493330319722,1.32312939564387,1.592585523923238,1.8491030136744182,2.037676990032196,2.4025625586509705,2.990763258934021,3.464674731095632,3.9339112480481466,4.353492295742035,4.876823735237122,5.2780580759048465,5.590310136477153,5.998935584227244,6.283784945805867,6.622345638275147,7.323890201250712,7.742385494709015,8.145315404733022,8.847723889350892,9.55271965265274,10.26103671391805,10.971984656651815,11.681524801254273,12.39372665087382,12.951295673847198,13.668432935078938
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,341.0,514.0,329.0,493.0,337.0,338.0,248.0,505.0,824.0,665.0,648.0,583.0,732.0,549.0,433.0,566.0,391.0,470.0,998.0,588.0,563.0,998.0,998.0,998.0,998.0,998.0,998.0,786.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
