,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Accumulated time steps,0.0,366.0,733.0,996.0,1392.0,1658.0,2136.0,2544.0,3291.0,4290.0,4631.0,5028.0,6027.0,6455.0,6683.0,7602.0,8601.0,9184.0,10183.0,11159.0,12158.0,12717.0,13268.0,14072.0,15041.0,15589.0,16588.0,17559.0,18427.0,18904.0,19903.0
Episode reward,0.0,83.80440459385736,83.00071975671784,86.96349257070149,80.54993894986715,87.13359676629094,77.96430751007054,79.53215163546321,63.68937914541977,-42.8740641833718,83.88161259997058,85.3212745293479,-42.539646393783066,82.06002105632632,88.98127608538287,63.97745676344424,-37.86236921620398,78.24783015366518,-43.73896293316855,62.835071259582534,-35.63117559780278,81.5599167516213,80.47869663060798,67.22003749756104,68.91107007423275,76.7331863500016,-33.449932472716796,64.30462110062993,68.57002644829691,82.81527574298153,-32.69969222244418
Episode feedback,0.8,0.4587912075307934,0.36065573671951984,0.2748091592564536,0.2531645563211024,0.2075471690281239,0.21383647753912688,0.15479115441083255,0.1367292223368241,0.08116232456797362,0.06470588216262976,0.0909090906795225,0.056112224392673125,0.028103044430672026,0.035242290593646294,0.030501089291393148,0.024048096168288482,0.029209621942938795,0.00901803606310818,0.009230769221301775,0.0060120240420721205,0.0017921146921288267,0.001818181814876033,0.0024906600218049064,0.0010330578501724608,0.0,0.00100200400701202,0.0,0.001153402536155245,0.0,0.0
total seconds,0.0,23.486213207244873,47.062416076660156,63.17868733406067,86.4576370716095,101.93561744689941,129.15834379196167,151.40694999694824,190.83288502693176,240.98518085479736,258.3460359573364,278.9190812110901,327.63972568511963,348.8042628765106,360.65115308761597,404.7635610103607,452.55061960220337,480.91959142684937,527.9702937602997,574.0779120922089,621.0608100891113,647.7436923980713,674.1129660606384,712.5380969047546,757.8005638122559,783.6956188678741,830.213657617569,875.468368768692,916.2002727985382,939.1323382854462,985.8797242641449
total minutes,0.0,0.39143688678741456,0.7843736012776693,1.0529781222343444,1.4409606178601584,1.6989269574483237,2.152639063199361,2.523449166615804,3.1805480837821962,4.016419680913289,4.305767265955607,4.648651353518168,5.460662094751994,5.813404381275177,6.010852551460266,6.746059350172678,7.54251032670339,8.015326523780823,8.799504896004995,9.567965201536815,10.35101350148519,10.795728206634521,11.235216101010641,11.875634948412577,12.63000939687093,13.061593647797903,13.83689429362615,14.5911394794782,15.270004546642303,15.65220563809077,16.431328737735747
cummulative feedback,0.0,167.0,299.0,371.0,471.0,526.0,628.0,691.0,793.0,874.0,896.0,932.0,988.0,1000.0,1008.0,1036.0,1060.0,1077.0,1086.0,1095.0,1101.0,1102.0,1103.0,1105.0,1106.0,1106.0,1107.0,1107.0,1108.0,1108.0,1108.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,364.0,366.0,262.0,395.0,265.0,477.0,407.0,746.0,998.0,340.0,396.0,998.0,427.0,227.0,918.0,998.0,582.0,998.0,975.0,998.0,558.0,550.0,803.0,968.0,547.0,998.0,970.0,867.0,476.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
