,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,692.0,945.0,1723.0,2085.0,2440.0,2882.0,3398.0,3905.0,4220.0,5219.0,5604.0,5829.0,6254.0,6663.0,6968.0,7375.0,8272.0,9271.0,9974.0,10354.0,11348.0,12342.0,13001.0,14000.0,14620.0,15305.0,15918.0,16534.0,17171.0,17847.0,18167.0,19166.0
Episode reward,0.0,65.21153776671665,89.01363026574255,54.80751948088949,84.31230036044441,84.7463507023209,80.28511413393079,79.32916209162116,79.19606687755666,90.79167967944151,-47.1187458553375,81.19820815730968,91.1279972793105,79.33187559863615,78.67009157288763,88.33494819779673,87.98931680310467,75.87553203784401,-29.803593488897803,80.4324245934658,84.52983580542875,68.14780954732754,56.799824482155614,71.18986901130994,-35.823267559857804,73.3583763031297,79.5187293546399,82.16109386139485,76.57357322119255,83.73444869046753,76.7794098896235,86.6025767629007,-28.843116051329385
Episode feedback,0.8,0.3275362314093678,0.37698412548815824,0.1415701413879406,0.29639889114570944,0.26271186366465576,0.16780045313423933,0.15922330066170232,0.1086956519590995,0.12420382126049738,0.052104208364625045,0.062499999837239584,0.04910714263791454,0.04716981120950516,0.026960784247645135,0.032894736733898894,0.024630541811254823,0.023437499973842077,0.014028056098168281,0.012820512802249983,0.0026385224204788327,0.0030211480332113312,0.001007049344403777,0.0,0.0,0.0016155088826890001,0.0014619883019561576,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,40.787416219711304,57.38913297653198,98.64816117286682,120.85556983947754,141.9204065799713,166.28019833564758,194.30107402801514,220.71720266342163,237.70697927474976,286.80878043174744,306.58507442474365,318.38894963264465,339.78980231285095,360.24731516838074,375.6141426563263,395.87194633483887,439.24708223342896,486.91422152519226,520.7252254486084,539.3094983100891,585.8609676361084,631.9581136703491,662.851325750351,709.2793071269989,738.4571514129639,770.7811472415924,799.8879008293152,829.2142350673676,859.3443484306335,890.9717855453491,906.5985314846039,952.9319427013397
total minutes,0.0,0.6797902703285217,0.9564855496088663,1.6441360195477803,2.0142594973246255,2.3653401096661884,2.7713366389274596,3.2383512338002522,3.6786200443903607,3.9617829879124957,4.780146340529124,5.109751240412394,5.306482493877411,5.66316337188085,6.004121919473012,6.260235710938772,6.597865772247315,7.3207847038904825,8.115237025419871,8.678753757476807,8.988491638501484,9.764349460601807,10.532635227839153,11.047522095839183,11.821321785449982,12.307619190216064,12.84635245402654,13.33146501382192,13.820237251122792,14.322405807177226,14.849529759089153,15.109975524743398,15.882199045022329
cummulative feedback,0.0,226.0,321.0,431.0,538.0,631.0,705.0,787.0,842.0,881.0,933.0,957.0,968.0,988.0,999.0,1009.0,1019.0,1040.0,1054.0,1063.0,1064.0,1067.0,1068.0,1068.0,1068.0,1069.0,1070.0,1070.0,1070.0,1070.0,1070.0,1070.0,1070.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,690.0,252.0,777.0,361.0,354.0,441.0,515.0,506.0,314.0,998.0,384.0,224.0,424.0,408.0,304.0,406.0,896.0,998.0,702.0,379.0,993.0,993.0,658.0,998.0,619.0,684.0,612.0,615.0,636.0,675.0,319.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
