,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,514.0,1030.0,2029.0,3028.0,4027.0,5026.0,6025.0,7024.0,8023.0,9022.0,10021.0,11020.0,12019.0,13018.0,14017.0,15016.0,16015.0,17014.0,18013.0,19012.0
Episode reward,0.0,75.10031915632169,80.00562776530153,-33.64281665889537,-33.22417068477185,-33.62476518429527,-34.80651292481355,-31.540838291522128,-34.463631951147306,-32.68044480404031,-31.967727330140065,-31.51748055696141,-32.04189994275405,-31.06982082110063,-30.103406348918337,-29.996117895346032,-33.27242442212153,-35.02865405276337,-32.56116007342837,-31.6735701072422,-32.74720668320312
Episode feedback,0.8,0.5175781239891052,0.46796116413988126,0.29959919809659397,0.22845691359874057,0.15330661307283908,0.08617234460303372,0.07014028049084141,0.024048096168288482,0.025050100175300502,0.0200400801402404,0.02104208414725242,0.0060120240420721205,0.007014028049084141,0.00200400801402404,0.00100200400701202,0.0,0.00100200400701202,0.00100200400701202,0.0,0.0
total seconds,0.0,34.05061626434326,68.79042196273804,127.94836139678955,184.71931791305542,238.78613781929016,289.3284389972687,338.9949960708618,386.6349263191223,434.1958065032959,481.4333875179291,528.9535341262817,575.660480260849,622.3532869815826,669.0732100009918,715.9839036464691,762.7085604667664,809.6359350681305,856.5651450157166,903.5325946807861,950.8111336231232
total minutes,0.0,0.5675102710723877,1.1465070327123006,2.1324726899464923,3.0786552985509235,3.979768963654836,4.822140649954478,5.6499166011810305,6.443915438652039,7.236596775054932,8.023889791965484,8.81589223543803,9.594341337680817,10.372554783026377,11.151220166683197,11.933065060774485,12.711809341112772,13.493932251135508,14.276085750261943,15.058876578013102,15.846852227052052
cummulative feedback,0.0,265.0,506.0,805.0,1033.0,1186.0,1272.0,1342.0,1366.0,1391.0,1411.0,1432.0,1438.0,1445.0,1447.0,1448.0,1448.0,1449.0,1450.0,1450.0,1450.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,512.0,515.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
