,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,457.0,1456.0,2455.0,3454.0,4453.0,5452.0,6451.0,7450.0,8449.0,9448.0,10447.0,11446.0,12445.0,13444.0,14443.0,15442.0,16441.0,17440.0,18439.0,19438.0
Episode reward,0.0,80.03611729275373,-36.46433051941278,-38.234575259961986,-33.25607229337293,-34.20925929464573,-35.44018805548185,-36.711578481204306,-36.17934699860367,-36.40800183514057,-35.37001683704745,-35.201935616052126,-35.817676728879434,-33.957536357716016,-35.37838015571673,-35.30229846280196,-34.55884093591811,-36.160074043662355,-34.95963996181005,-34.40705124732488,-35.13969970192366
Episode feedback,0.8,0.4791208780678662,0.3797595186575556,0.22645290558471654,0.14028056098168282,0.12124248484845443,0.06713426846980534,0.0450901803155409,0.028056112196336563,0.02104208414725242,0.012024048084144241,0.007014028049084141,0.0050100200350601,0.00200400801402404,0.00100200400701202,0.0,0.0,0.00100200400701202,0.00200400801402404,0.0,0.0
total seconds,0.0,30.371304512023926,94.56029081344604,151.7047712802887,204.4271743297577,256.5274600982666,305.9447817802429,354.469379901886,402.1574606895447,449.4206774234772,496.6076958179474,543.4527652263641,590.3928601741791,637.2163836956024,684.0553293228149,731.1028678417206,778.0333087444305,825.2015051841736,872.4189596176147,919.4928562641144,966.374993801117
total minutes,0.0,0.5061884085337321,1.5760048468907675,2.5284128546714784,3.407119572162628,4.275457668304443,5.099079696337382,5.907822998364766,6.702624344825745,7.49034462372462,8.276794930299124,9.057546087106068,9.839881002902985,10.620273061593373,11.400922155380249,12.18504779736201,12.967221812407177,13.753358419736227,14.540315993626912,15.324880937735239,16.10624989668528
cummulative feedback,0.0,218.0,597.0,823.0,963.0,1084.0,1151.0,1196.0,1224.0,1245.0,1257.0,1264.0,1269.0,1271.0,1272.0,1272.0,1272.0,1273.0,1275.0,1275.0,1275.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,455.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
