,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
Accumulated time steps,0.0,918.0,1507.0,1965.0,2964.0,3459.0,4458.0,5457.0,6456.0,7455.0,8454.0,9453.0,10452.0,11451.0,12450.0,13308.0,13571.0,13927.0,14482.0,14760.0,14925.0,15188.0,15505.0,15773.0,16050.0,16245.0,16498.0,16656.0,16810.0,16969.0,17126.0,17280.0,17436.0,17592.0,17778.0,18064.0,18223.0,18383.0,18543.0,18701.0,18883.0,19131.0,19282.0,19530.0,19693.0,19840.0,19992.0
Episode reward,0.0,54.33067360071381,65.74345836091126,73.23820264468226,-64.92516903002723,68.38200430396701,-71.68559206044748,-46.754632553691515,-40.02093543349042,-19.52281972270868,-0.24655701528747517,-12.297510089036688,-49.388621712021745,-11.027887216700213,-11.865910982970101,38.380154015253055,83.19467834021302,76.89840406070233,69.26093880143955,83.32657725439128,88.12594335042202,86.19414262997694,80.77223577567425,87.91225642972285,83.84222825473832,88.0609615650241,85.8258905148193,91.33164081730774,90.25639344341612,89.49035458931232,90.51822011444035,91.41944754999028,90.59234457652703,91.36007886765651,90.98094866525031,84.12301631964958,90.62207280554155,90.22624841620552,91.02470004117853,91.10529313001825,90.27597108633879,84.03656433098014,90.5608067757392,86.68011675538982,89.46064310719093,91.80680864987943,89.34909606350233
Episode feedback,0.8,0.3351528380620602,0.15816326503713732,0.12472647675114557,0.09218436864510585,0.10931174066940944,0.0651302604557813,0.07214428850486544,0.048096192336576964,0.025050100175300502,0.027054108189324542,0.01703406811920434,0.00801603205609616,0.007014028049084141,0.0060120240420721205,0.0023337222843247117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,68.0920877456665,105.73278403282166,133.79575777053833,192.03356909751892,221.84770703315735,277.6921510696411,334.4543352127075,389.49164152145386,442.3070454597473,495.3992154598236,547.6948189735413,599.0414576530457,649.9643414020538,701.1311523914337,744.9628405570984,759.0581781864166,777.9513339996338,806.3332335948944,821.2900049686432,830.4767491817474,844.7469680309296,861.5666301250458,875.9064130783081,890.8242468833923,901.6921672821045,915.454160451889,924.3621602058411,933.1703987121582,942.2626912593842,951.1677038669586,959.991406917572,968.7007870674133,977.5030088424683,987.7789406776428,1003.1307995319366,1012.1055836677551,1021.2055478096008,1030.251725435257,1039.1809957027435,1049.3184967041016,1062.8023314476013,1071.3782768249512,1084.830626964569,1094.0953297615051,1102.4824481010437,1111.1208760738373
total minutes,0.0,1.1348681290944418,1.7622130672136942,2.229929296175639,3.2005594849586485,3.697461783885956,4.628202517827352,5.574238920211792,6.491527358690898,7.371784090995789,8.25665359099706,9.128246982892355,9.984024294217427,10.832739023367564,11.685519206523896,12.416047342618306,12.650969636440276,12.965855566660563,13.438887226581574,13.688166749477386,13.841279153029124,14.079116133848826,14.35944383541743,14.598440217971802,14.847070781389872,15.028202788035076,15.257569340864817,15.406036003430684,15.55283997853597,15.704378187656403,15.85279506444931,15.999856781959533,16.14501311779022,16.291716814041138,16.46298234462738,16.718846658865612,16.868426394462585,17.02009246349335,17.170862090587615,17.31968326171239,17.488641611735027,17.713372190793354,17.856304613749185,18.080510449409484,18.234922162691753,18.374707468350728,18.51868126789729
cummulative feedback,0.0,307.0,400.0,457.0,549.0,603.0,668.0,740.0,788.0,813.0,840.0,857.0,865.0,872.0,878.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,916.0,588.0,457.0,998.0,494.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,857.0,262.0,355.0,554.0,277.0,164.0,262.0,316.0,267.0,276.0,194.0,252.0,157.0,153.0,158.0,156.0,153.0,155.0,155.0,185.0,285.0,158.0,159.0,159.0,157.0,181.0,247.0,150.0,247.0,162.0,146.0,151.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
