,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Accumulated time steps,0.0,362.0,735.0,1373.0,1743.0,2153.0,2783.0,3413.0,3689.0,4053.0,4574.0,5026.0,6025.0,6589.0,6907.0,7481.0,8480.0,8829.0,9828.0,10647.0,11198.0,11894.0,12542.0,13541.0,14103.0,14849.0,15848.0,16322.0,17321.0,18161.0,18863.0,19732.0
Episode reward,0.0,83.59058967952885,81.83704916605632,71.09778985450131,81.16831354351443,79.866340398074,70.58689497099468,70.40843178243904,86.74351101949935,82.33174942396249,77.46900175283852,82.47698509833191,-32.03981526241759,82.188831671635,89.56090931308215,82.44442204568855,-32.591111719472245,85.90834551856325,-32.10394456839756,64.1854817054884,84.16530859049018,79.8210884546736,75.99622876427675,-34.69088474083947,83.06069569419083,76.32202261127102,-33.8811532559168,82.08633540367519,-34.87753394218813,74.18960484806612,78.95902478063694,72.60283479637965
Episode feedback,0.8,0.40555555442901237,0.37634408500982774,0.2794348504247491,0.13821138173926456,0.1393643028377401,0.13354530980358456,0.08426073118559502,0.07999999970909091,0.068870523226252,0.09038461521079881,0.08869179581221331,0.05911823641370918,0.04973357007152119,0.03785488947048931,0.03141361251062197,0.024048096168288482,0.017241379260800636,0.007014028049084141,0.003667481658108213,0.007272727259504132,0.005755395675172093,0.004636785155120888,0.00200400801402404,0.0035650623822369655,0.0,0.00100200400701202,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,22.12195897102356,46.17834663391113,83.8557186126709,103.91073274612427,126.1260735988617,159.58293056488037,191.68803691864014,206.1163113117218,224.86190605163574,251.78286004066467,275.0972537994385,324.28403782844543,352.14972162246704,368.1250820159912,396.05631923675537,443.833945274353,461.13939905166626,508.15946221351624,546.7746486663818,573.3092844486237,606.3432395458221,637.3866558074951,684.5065462589264,711.3598356246948,746.1236715316772,792.7806572914124,815.251704454422,861.7523522377014,901.1518473625183,933.9669427871704,974.7207198143005
total minutes,0.0,0.368699316183726,0.7696391105651855,1.3975953102111816,1.7318455457687378,2.102101226647695,2.659715509414673,3.194800615310669,3.435271855195363,3.747698434193929,4.196381000677745,4.584954229990641,5.404733963807424,5.869162027041117,6.135418033599853,6.6009386539459225,7.3972324212392175,7.685656650861104,8.469324370225271,9.112910811106364,9.555154740810394,10.105720659097036,10.623110930124918,11.408442437648773,11.85599726041158,12.435394525527954,13.213010954856873,13.5875284075737,14.36253920396169,15.019197456041972,15.566115713119506,16.245345330238344
cummulative feedback,0.0,146.0,286.0,464.0,515.0,572.0,656.0,709.0,731.0,756.0,803.0,843.0,902.0,930.0,942.0,960.0,984.0,990.0,997.0,1000.0,1004.0,1008.0,1011.0,1013.0,1015.0,1015.0,1016.0,1016.0,1016.0,1016.0,1016.0,1016.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,360.0,372.0,637.0,369.0,409.0,629.0,629.0,275.0,363.0,520.0,451.0,998.0,563.0,317.0,573.0,998.0,348.0,998.0,818.0,550.0,695.0,647.0,998.0,561.0,745.0,998.0,473.0,998.0,839.0,701.0,868.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
