,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
Accumulated time steps,0.0,557.0,923.0,1181.0,1441.0,1993.0,2243.0,3242.0,4241.0,4759.0,5106.0,5728.0,6077.0,6577.0,7576.0,7956.0,8736.0,9267.0,10075.0,10936.0,11239.0,11697.0,12585.0,13294.0,14064.0,14931.0,15589.0,16270.0,16581.0,17500.0,18499.0,18954.0,19324.0,19883.0
Episode reward,0.0,74.0531634180788,82.62484127001866,88.58338233969995,88.09272015368684,73.0034629403398,88.0449287517126,-41.80308940796603,-49.16264730645386,79.24485775372565,81.72974296546579,73.19313667811247,86.26831012138224,77.84176318288463,-35.699502590387176,87.47088871588745,74.43657102880937,79.86832891255511,74.27858025076826,69.50078308170767,88.7963879464037,85.06101866493397,65.99933469235772,71.86602552557821,74.76285200642616,72.18656335403914,75.48646585717997,79.02084616581784,90.32977949332157,66.91037769235359,-37.91374649731511,84.27287368043116,84.65025718115098,82.71070657939656
Episode feedback,0.8,0.32792792733706677,0.31506849228748357,0.2645914386591773,0.2586872576884662,0.16696914670241533,0.19678714780406767,0.15731462910088714,0.07715430853992554,0.08317214684105968,0.037572254226669786,0.061191626310480474,0.06034482741280222,0.04208416825233634,0.035070140245420704,0.02110817936383066,0.015404364550186952,0.022641509391242435,0.012391573714508582,0.0023255813926446726,0.01655629133590632,0.0021881838026516767,0.005636978573126293,0.0014124293765361167,0.001300390115344096,0.0,0.0,0.001470588233131488,0.003225806441207076,0.0010893246175497553,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,33.16671538352966,56.22143769264221,71.9724669456482,87.84770250320435,117.89857411384583,132.51416659355164,185.83879017829895,235.8509795665741,262.2348532676697,279.5484962463379,310.4949481487274,328.26620149612427,352.73317861557007,401.2538068294525,419.8977851867676,457.10683727264404,482.85377287864685,521.4662833213806,562.1954672336578,577.3085658550262,599.3886940479279,641.3852717876434,674.8897540569305,711.3776054382324,751.8332726955414,782.6012923717499,814.6730709075928,829.9754357337952,872.9952034950256,919.850507736206,941.718147277832,959.6984634399414,986.124669790268
total minutes,0.0,0.5527785897254944,0.9370239615440369,1.1995411157608031,1.4641283750534058,1.9649762352307638,2.2085694432258607,3.097313169638316,3.9308496594429014,4.370580887794494,4.659141604105631,5.1749158024787905,5.471103358268738,5.878886310259501,6.687563447157542,6.99829641977946,7.618447287877401,8.04756288131078,8.69110472202301,9.369924453894297,9.621809430917104,9.989811567465464,10.689754529794056,11.248162567615509,11.85629342397054,12.530554544925689,13.043354872862498,13.577884515126547,13.832923928896586,14.549920058250427,15.330841795603435,15.695302454630534,15.994974390665691,16.435411163171132
cummulative feedback,0.0,182.0,297.0,365.0,432.0,524.0,573.0,730.0,807.0,850.0,863.0,901.0,922.0,943.0,978.0,986.0,998.0,1010.0,1020.0,1022.0,1027.0,1028.0,1033.0,1034.0,1035.0,1035.0,1035.0,1036.0,1037.0,1038.0,1039.0,1039.0,1039.0,1039.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,555.0,365.0,257.0,259.0,551.0,249.0,998.0,998.0,517.0,346.0,621.0,348.0,499.0,998.0,379.0,779.0,530.0,807.0,860.0,302.0,457.0,887.0,708.0,769.0,866.0,657.0,680.0,310.0,918.0,998.0,454.0,369.0,558.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
