,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
Accumulated time steps,0.0,546.0,902.0,1322.0,1676.0,2141.0,2683.0,2938.0,3403.0,3744.0,4315.0,4461.0,4889.0,5066.0,5499.0,5734.0,6365.0,7295.0,7923.0,8221.0,8553.0,9552.0,10548.0,11148.0,11844.0,12843.0,13723.0,14722.0,15195.0,16194.0,17193.0,18192.0,19191.0,19782.0
Episode reward,0.0,70.7994513051045,83.31610902452944,80.56902576171544,82.76301528353329,79.58770587404192,73.09485650915423,88.95360048451933,81.28749549612206,86.24287827801611,77.38277276491942,93.52965584257373,81.45470464357084,92.18932587672388,84.21005069375276,93.13638214392392,78.28341746548247,71.66938368745261,79.15882038506311,89.75050503069312,88.2742401544767,61.525848336508105,63.78775508524087,82.14838787642805,80.09506193308407,-26.04277564138024,74.21590868738913,-33.85050025608851,82.01545599362316,-27.565967765382783,-34.56919071820578,-35.48184271821255,-27.461294737710176,81.14732648755054
Episode feedback,0.8,0.30147058768112023,0.3492957736639556,0.2577565626306526,0.2067988662696916,0.2586206890978002,0.12014787408475439,0.17716535363320726,0.13793103418549346,0.11470588201557094,0.10175438578639581,0.06206896508917955,0.05386416849212138,0.04545454519628099,0.062499999855324076,0.06837606808386296,0.05396825388259007,0.04951560812753971,0.028708133925505367,0.010101010066999967,0.027190332244137968,0.01102204407713222,0.013065326620034848,0.005008347237047834,0.00431654675637907,0.00400801602804808,0.0022753128529291095,0.00200400801402404,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,31.15626835823059,53.64342427253723,78.43904972076416,98.62439346313477,126.28174209594727,154.7386839389801,169.24572014808655,194.04988527297974,212.27155828475952,241.99966263771057,250.11419534683228,271.71188139915466,281.0552978515625,302.88419103622437,315.3615036010742,346.6787416934967,392.01303029060364,422.27467370033264,436.95466804504395,453.34076046943665,500.43437147140503,547.3948020935059,575.9978270530701,608.9947955608368,655.912017583847,697.417991399765,744.4277143478394,767.1433522701263,813.6446855068207,859.9578371047974,906.6546032428741,953.2302486896515,981.1047511100769
total minutes,0.0,0.5192711393038432,0.8940570712089538,1.3073174953460693,1.643739891052246,2.104695701599121,2.5789780656496686,2.820762002468109,3.234164754549662,3.537859304745992,4.03332771062851,4.168569922447205,4.528531356652578,4.684254964192708,5.048069850603739,5.256025060017904,5.777979028224945,6.533550504843394,7.037911228338877,7.282577800750732,7.555679341157277,8.34057285785675,9.12324670155843,9.599963784217834,10.14991325934728,10.931866959730785,11.623633189996083,12.40712857246399,12.785722537835438,13.560744758447012,14.332630618413289,15.110910054047903,15.887170811494192,16.351745851834615
cummulative feedback,0.0,164.0,288.0,396.0,469.0,589.0,654.0,699.0,763.0,802.0,860.0,869.0,892.0,900.0,927.0,943.0,977.0,1023.0,1041.0,1044.0,1053.0,1064.0,1077.0,1080.0,1083.0,1087.0,1089.0,1091.0,1091.0,1091.0,1091.0,1091.0,1091.0,1091.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,544.0,355.0,419.0,353.0,464.0,541.0,254.0,464.0,340.0,570.0,145.0,427.0,176.0,432.0,234.0,630.0,929.0,627.0,297.0,331.0,998.0,995.0,599.0,695.0,998.0,879.0,998.0,472.0,998.0,998.0,998.0,998.0,590.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
