,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Accumulated time steps,0.0,413.0,766.0,1006.0,1505.0,1932.0,2261.0,2491.0,2726.0,2970.0,3639.0,4191.0,5174.0,5656.0,6244.0,7139.0,7789.0,8404.0,9093.0,10092.0,10644.0,11643.0,12127.0,13126.0,13838.0,14787.0,15441.0,16440.0,17109.0,17781.0,18780.0,19286.0
Episode reward,0.0,77.01416387064998,92.5146609955056,85.81314056326268,86.52110401966387,82.74058827323883,86.45549040427055,91.19214656993746,89.34304766398697,91.9132065224143,69.94043704817783,88.90803708734352,90.70049840187446,81.49000919740709,75.49972714870265,85.37105891900511,81.33671782402467,91.44036289623173,53.927788384905945,-45.44092771749009,82.54457509453698,-37.86282340873782,84.60788988224546,-32.047977397338165,75.57827428753808,77.38556232360902,65.38348027118582,-46.734632001564485,67.98453600630052,69.22701813197654,-29.475343862925087,81.42442305562582
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,17.548510789871216,33.52320885658264,44.73442506790161,67.31414723396301,86.81837773323059,101.70518493652344,112.65984749794006,123.80431580543518,135.08936500549316,164.40909790992737,189.49978113174438,232.93505215644836,254.66470050811768,281.07068276405334,321.0144519805908,350.000688791275,377.52813625335693,408.16260981559753,452.72809529304504,477.02983927726746,520.4129476547241,541.6223790645599,584.8288218975067,615.7324798107147,655.9114339351654,684.5342481136322,727.5283658504486,757.0032060146332,786.3897120952606,829.0550260543823,851.1825218200684
total minutes,0.0,0.2924751798311869,0.5587201476097107,0.7455737511316936,1.1219024538993836,1.4469729622205099,1.695086415608724,1.8776641249656678,2.0634052634239195,2.2514894167582193,2.7401516318321226,3.1583296855290732,3.8822508692741393,4.244411675135295,4.684511379400889,5.350240866343181,5.833344813187917,6.292135604222616,6.802710163593292,7.545468254884084,7.9504973212877905,8.673549127578735,9.027039651075999,9.747147031625111,10.262207996845245,10.931857232252757,11.408904135227203,12.125472764174143,12.616720100243887,13.106495201587677,13.817583767573039,14.186375363667805
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,411.0,352.0,239.0,498.0,426.0,328.0,229.0,234.0,243.0,668.0,551.0,982.0,481.0,587.0,894.0,649.0,614.0,688.0,998.0,551.0,998.0,483.0,998.0,711.0,948.0,653.0,998.0,668.0,671.0,998.0,505.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
