,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Accumulated time steps,0.0,463.0,1110.0,2109.0,2361.0,2603.0,3209.0,3883.0,4121.0,4465.0,4711.0,5376.0,6375.0,6899.0,7400.0,7969.0,8465.0,9142.0,9438.0,9997.0,10996.0,11980.0,12711.0,13710.0,14566.0,14974.0,15374.0,16373.0,17242.0,18241.0,19240.0
Episode reward,0.0,77.37411008650771,66.88704619606429,-54.92124391072488,89.9581632823464,88.30236060936345,72.32571329139631,74.65284612866361,89.47394162430118,84.03036870639613,91.63269581394393,80.93279877780742,-46.038140236676846,72.83313188774193,77.921205331959,82.92237072058279,85.26282134334195,78.99441683931431,89.43159199309729,81.36613427021203,-27.652069449555412,76.36950836242409,81.12888909943226,-29.36328995201526,77.30702061363144,89.98529984419918,88.34082373570153,-20.70401093749838,83.89861095603516,-20.51616307729082,-22.311489752330374
Episode feedback,0.8,0.40347071495993336,0.2801857580802078,0.14929859704479098,0.23904382374882938,0.17842323577417746,0.16033057824738747,0.10549777101709099,0.09704641309263116,0.08746355659631616,0.07346938745522699,0.07530120470587168,0.033066132231396664,0.042065009479799215,0.02999999994,0.017605633771821068,0.028282828225691257,0.01627218932504114,0.006779660993967251,0.02150537630554592,0.00400801602804808,0.00203458799386105,0.0027397260236442108,0.0030060120210360602,0.0011695906419069116,0.002457002450965596,0.0,0.00100200400701202,0.0011520737313916202,0.0,0.0
total seconds,0.0,28.312201499938965,66.62135672569275,119.80606150627136,134.92145419120789,148.73214435577393,181.39477586746216,216.42743039131165,229.19408297538757,247.18729305267334,260.27890038490295,293.70169949531555,341.526251077652,367.30933237075806,391.8691871166229,419.39421796798706,443.7447781562805,476.3714506626129,490.9916715621948,518.040534734726,565.0117659568787,611.356299161911,646.1346483230591,693.0486304759979,733.0574488639832,752.6828031539917,771.8337888717651,818.613527059555,859.2665095329285,905.9208908081055,952.6034450531006
total minutes,0.0,0.47187002499898273,1.1103559454282126,1.9967676917711894,2.248690903186798,2.478869072596232,3.0232462644577027,3.607123839855194,3.8199013829231263,4.1197882175445555,4.337981673081716,4.895028324921926,5.692104184627533,6.121822206179301,6.531153118610382,6.989903632799784,7.3957463026046755,7.939524177710215,8.18319452603658,8.634008912245433,9.416862765947977,10.189271652698517,10.768910805384317,11.5508105079333,12.217624147733053,12.544713385899861,12.863896481196086,13.643558784325917,14.321108492215474,15.098681513468424,15.876724084218344
cummulative feedback,0.0,186.0,367.0,516.0,576.0,619.0,716.0,787.0,810.0,840.0,858.0,908.0,941.0,963.0,978.0,988.0,1002.0,1013.0,1015.0,1027.0,1031.0,1033.0,1035.0,1038.0,1039.0,1040.0,1040.0,1041.0,1042.0,1042.0,1042.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,461.0,646.0,998.0,251.0,241.0,605.0,673.0,237.0,343.0,245.0,664.0,998.0,523.0,500.0,568.0,495.0,676.0,295.0,558.0,998.0,983.0,730.0,998.0,855.0,407.0,399.0,998.0,868.0,998.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
