,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Accumulated time steps,0.0,1000.0,1931.0,2506.0,2838.0,3161.0,3872.0,4205.0,4694.0,5009.0,5505.0,5746.0,6070.0,6601.0,7018.0,7349.0,7819.0,8312.0,8870.0,9869.0,10868.0,11648.0,12647.0,13447.0,14159.0,15158.0,16157.0,16852.0,17851.0,18850.0,19431.0
Episode reward,0.0,-46.17771132886651,63.03580481196398,86.3577958596196,83.52940387369898,88.61577961909991,88.81751592417613,84.13120152444007,75.31843821185056,86.18661180039406,64.44685923313263,86.01037737488636,83.1743855229955,88.55359910691794,82.39101930314432,90.49548654973523,85.30903002783954,83.82611159979308,83.63512968962087,-54.881352435481375,-23.00768668597176,76.93697343549505,-6.082256106803393,69.77803290664012,76.2835384490591,-12.981877868909281,-30.83886262784891,74.20851086657257,-28.832937327660062,-36.208171871802826,79.63052784107902
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.47114586830139,80.75487565994263,105.55911421775818,120.38299202919006,135.13091778755188,165.68163871765137,180.47950172424316,201.6320457458496,215.72496008872986,236.94108843803406,247.9961018562317,262.282607793808,285.1533148288727,303.35102105140686,318.0421450138092,338.5454206466675,359.68587279319763,383.58540987968445,425.3711760044098,467.890882730484,500.77031564712524,544.4051687717438,578.4632384777069,609.6424911022186,651.6483690738678,693.917407989502,723.9315550327301,766.2518813610077,808.4048535823822,833.0108742713928
total minutes,0.0,0.6911857644716899,1.3459145943323771,1.7593185702959697,2.006383200486501,2.2521819631258646,2.7613606452941895,3.0079916954040526,3.36053409576416,3.595416001478831,3.949018140633901,4.133268364270529,4.3713767965634664,4.752555247147878,5.055850350856781,5.30070241689682,5.642423677444458,5.994764546553294,6.393090164661407,7.089519600073497,7.7981813788414005,8.346171927452087,9.073419479529063,9.641053974628448,10.160708185036977,10.86080615123113,11.565290133158365,12.065525917212168,12.770864689350129,13.473414226373036,13.883514571189881
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,930.0,574.0,331.0,322.0,710.0,332.0,488.0,314.0,495.0,240.0,323.0,530.0,416.0,330.0,469.0,492.0,557.0,998.0,998.0,779.0,998.0,799.0,711.0,998.0,998.0,694.0,998.0,998.0,580.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
