,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Accumulated time steps,0.0,703.0,947.0,1198.0,2088.0,2510.0,3102.0,3442.0,3695.0,4192.0,4522.0,5279.0,5856.0,6596.0,7101.0,7809.0,8386.0,8793.0,9667.0,10253.0,11252.0,12251.0,12763.0,13762.0,14761.0,15760.0,16759.0,17319.0,18010.0,18820.0
Episode reward,0.0,91.61465767949817,88.93149825468146,87.0435444760649,46.702659329255944,83.23831349367217,63.58395003546697,87.54280260430973,86.45643023527666,80.98410358676311,88.89408432472655,48.03899008527412,72.73367947075006,65.16346667590113,77.63152721725722,78.77852403671008,75.36182083053052,84.11412304966973,87.34403808192279,74.51887840515116,-19.0901373249408,-1.093616817042793,87.54621182439486,-40.64705248106107,-38.5007417819112,-22.795515787991732,-20.106036928555145,82.79143099852749,50.23285832088211,74.50586045159392
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,29.806549310684204,40.7706253528595,52.03374171257019,89.2615156173706,107.93042325973511,133.2937572002411,148.23263931274414,159.71530747413635,181.3576545715332,196.05290484428406,228.2489595413208,253.4484543800354,285.30655121803284,307.46129035949707,337.9738669395447,362.9734125137329,380.8980462551117,418.41316652297974,443.8337490558624,486.0561833381653,529.215986251831,551.3066718578339,593.5025968551636,635.63685131073,677.2780072689056,719.1947271823883,743.1823770999908,772.3420259952545,806.6524064540863
total minutes,0.0,0.49677582184473673,0.6795104225476583,0.8672290285428365,1.4876919269561768,1.7988403876622518,2.221562620004018,2.4705439885457356,2.661921791235606,3.02262757619222,3.267548414071401,3.80414932568868,4.224140906333924,4.755109186967214,5.124354839324951,5.6328977823257445,6.049556875228882,6.348300770918528,6.973552775382996,7.39722915093104,8.100936388969421,8.820266437530517,9.188444530963897,9.89170994758606,10.5939475218455,11.287966787815094,11.986578786373139,12.386372951666514,12.87236709992091,13.444206774234772
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,701.0,243.0,250.0,889.0,421.0,591.0,339.0,252.0,496.0,329.0,756.0,576.0,739.0,504.0,707.0,576.0,406.0,873.0,585.0,998.0,998.0,511.0,998.0,998.0,998.0,998.0,559.0,690.0,809.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
