,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,684.0,1060.0,2059.0,2512.0,3408.0,3852.0,4851.0,5850.0,6849.0,7848.0,8847.0,9846.0,10845.0,11844.0,12843.0,13842.0,14841.0,15840.0,16839.0,17838.0,18837.0,19836.0
Episode reward,0.0,70.55456484158312,82.11472406682871,-40.679619828021174,80.82542419518641,65.17326635137312,81.88319118961259,-32.26722487369915,-32.115668296060846,-31.481594816944657,-34.01312004154155,-31.28290226436622,-34.87934020596323,-27.69149713323345,-31.816681726243157,-33.035848675329675,-30.013653983876164,-30.756304986009045,-32.69117221803578,-31.554352094756105,-32.698939281873514,-28.825409709689332,-32.337431228250004
Episode feedback,0.8,0.5263929611049957,0.35199999906133334,0.250501001753005,0.2323008844418122,0.17094972047938578,0.13318284394315386,0.09919839669418998,0.06613226446279333,0.04609218432255292,0.028056112196336563,0.012024048084144241,0.00801603205609616,0.00400801602804808,0.00100200400701202,0.00400801602804808,0.00200400801402404,0.0,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0
total seconds,0.0,46.92626333236694,70.65256452560425,128.61412000656128,155.1769618988037,203.71374201774597,227.59619402885437,278.3951244354248,327.7022671699524,376.0293860435486,423.7390127182007,470.80079221725464,517.7338151931763,564.6679875850677,611.447856426239,658.4719371795654,705.4705748558044,752.3655350208282,799.3160669803619,846.1163341999054,892.6141288280487,939.1336772441864,985.7095274925232
total minutes,0.0,0.7821043888727824,1.1775427420934041,2.143568666776021,2.5862826983133953,3.3952290336290996,3.7932699004809063,4.639918740590414,5.46170445283254,6.267156434059143,7.062316878636678,7.846679870287577,8.628896919886271,9.411133126417797,10.190797607103983,10.97453228632609,11.757842914263408,12.53942558368047,13.3219344496727,14.101938903331757,14.876902147134144,15.652227954069774,16.428492124875387
cummulative feedback,0.0,359.0,491.0,741.0,846.0,999.0,1058.0,1157.0,1223.0,1269.0,1297.0,1309.0,1317.0,1321.0,1322.0,1326.0,1328.0,1328.0,1329.0,1329.0,1330.0,1330.0,1330.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,682.0,375.0,998.0,452.0,895.0,443.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
