,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2938.0,3937.0,4936.0,5935.0,6934.0,7933.0,8932.0,9931.0,10930.0,11929.0,12928.0,13927.0,14926.0,15925.0,16924.0,17923.0,18922.0,19921.0
Episode reward,0.0,-69.30559224477716,-46.76351104452804,60.70530276658824,-41.01152019898863,-43.288109582740596,-42.06720366047615,-42.72267162680679,-43.976265143328185,-41.564374390585805,-43.87788873303742,-41.98744905427153,-41.62226978235831,-42.780420807706676,-42.020056572767196,-41.877052791474334,-42.068976676079714,-41.37235306165763,-43.059965413476746,-43.03567429169488,-42.56238236463204
Episode feedback,0.8,0.01703406811920434,0.3587174345103032,0.24946695069353203,0.14929859704479098,0.08416833658900968,0.07314629251187746,0.05110220435761302,0.03406813623840868,0.02104208414725242,0.012024048084144241,0.00200400801402404,0.00200400801402404,0.00200400801402404,0.00200400801402404,0.00100200400701202,0.0,0.0,0.00200400801402404,0.0,0.0
total seconds,0.0,44.44716691970825,106.79260301589966,160.80025720596313,214.27452611923218,264.3069770336151,314.33715176582336,363.24063444137573,411.209899187088,458.80763125419617,506.12138533592224,552.8331074714661,599.7977802753448,646.6142334938049,693.5849080085754,740.5331356525421,787.2899007797241,833.8455426692963,880.4501438140869,927.2639355659485,974.2840390205383
total minutes,0.0,0.7407861153284708,1.779876716931661,2.680004286766052,3.571242101987203,4.405116283893586,5.23895252943039,6.054010574022929,6.8534983197848005,7.646793854236603,8.43535642226537,9.213885124524435,9.996629671255748,10.776903891563416,11.559748466809591,12.342218927542369,13.121498346328735,13.897425711154938,14.674169063568115,15.454398926099142,16.238067317008973
cummulative feedback,0.0,17.0,375.0,609.0,758.0,842.0,915.0,966.0,1000.0,1021.0,1033.0,1035.0,1037.0,1039.0,1041.0,1042.0,1042.0,1042.0,1044.0,1044.0,1044.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,938.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
