,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4773.0,5772.0,6771.0,7329.0,8173.0,8548.0,9498.0,9796.0,10055.0,10518.0,10861.0,11108.0,11450.0,11690.0,12095.0,12366.0,12631.0,12877.0,13033.0,13402.0,13564.0,13828.0,14081.0,14227.0,14465.0,14623.0,14819.0,14980.0,15333.0,15659.0,15944.0,16119.0,16289.0,16455.0,16695.0,16869.0,17303.0,17486.0,17861.0,18144.0,18295.0,18567.0,18904.0,19053.0,19381.0,19525.0,19819.0,19978.0
Episode reward,0.0,-65.99121153473469,-67.4736404370993,-60.70481191220985,-89.0213713918242,78.62232417285651,-12.396752881101417,-34.69484382374916,66.65327693753173,41.770265967600125,80.5177675611182,54.83949367258599,87.15315613243382,82.27504576562833,70.40584271863008,78.7086484331545,84.17854693836688,78.51169927219958,87.67236613335825,84.16967096115177,83.75481148038688,81.56947964043356,84.46750099084292,91.47018419801226,81.15994392440102,92.02311707443305,86.87165734230652,80.34150610663823,90.75318577470064,83.71179350731197,90.07416103893797,89.44083774783506,89.3117728598551,79.04900055203547,75.8849351344513,86.05836575283351,89.54075478763481,90.35424752953563,89.97605517623784,84.92963761765954,89.93217680840286,67.8965404203971,91.86794796822002,81.36269670489611,83.64644520441827,90.21832416281606,84.78016968387297,76.98647634405535,90.51005805520734,77.66140160698527,90.34237099783779,83.05377828924287,89.94529264196562
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.824069023132324,85.23830604553223,128.81017208099365,172.26586818695068,206.37815976142883,249.62925004959106,292.78607630729675,317.2453761100769,354.8374254703522,371.37080478668213,412.7923262119293,426.3177299499512,438.2979347705841,460.34962821006775,477.441771030426,489.6612696647644,506.4579088687897,518.476395368576,537.9740567207336,551.3579967021942,564.5645835399628,577.1588022708893,585.1186344623566,602.6374595165253,610.909551858902,623.923389673233,636.2656147480011,643.5021555423737,654.5090749263763,662.205069065094,671.3260178565979,679.0946936607361,694.6996076107025,709.148334980011,722.0027236938477,730.2338416576385,738.2151372432709,746.1051030158997,757.2006258964539,765.5579314231873,784.5951852798462,793.0841243267059,810.0204486846924,822.8188104629517,830.1043903827667,842.1364531517029,857.3590183258057,864.3953399658203,878.7544054985046,885.8849000930786,899.1480619907379,906.8369319438934
total minutes,0.0,0.713734483718872,1.4206384340922038,2.146836201349894,2.8710978031158447,3.439635996023814,4.160487500826518,4.879767938454946,5.287422935167949,5.913957091172536,6.189513413111369,6.879872103532155,7.105295499165853,7.3049655795097355,7.672493803501129,7.9573628505071,8.161021161079407,8.440965147813161,8.641273256142934,8.966234278678893,9.18929994503657,9.409409725666046,9.619313371181487,9.751977241039276,10.043957658608754,10.181825864315034,10.39872316122055,10.604426912466685,10.725035925706228,10.908484582106272,11.0367511510849,11.188766964276631,11.318244894345602,11.578326793511708,11.819138916333516,12.033378728230794,12.170564027627309,12.303585620721181,12.435085050264995,12.620010431607565,12.759298857053121,13.07658642133077,13.218068738778433,13.50034081141154,13.713646841049194,13.835073173046112,14.035607552528381,14.289316972096762,14.406588999430339,14.64590675830841,14.764748334884644,14.985801033178966,15.113948865731556
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,775.0,998.0,998.0,557.0,843.0,374.0,949.0,297.0,258.0,462.0,342.0,246.0,341.0,239.0,404.0,270.0,264.0,245.0,155.0,368.0,161.0,263.0,252.0,145.0,237.0,157.0,195.0,160.0,352.0,325.0,284.0,174.0,169.0,165.0,239.0,173.0,433.0,182.0,374.0,282.0,150.0,271.0,336.0,148.0,327.0,143.0,293.0,158.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
