,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
Accumulated time steps,0.0,457.0,831.0,1189.0,1722.0,1993.0,2784.0,3025.0,3361.0,3889.0,4745.0,5089.0,5628.0,5857.0,6344.0,6809.0,7286.0,8078.0,8702.0,9322.0,9729.0,10378.0,11171.0,11952.0,12648.0,13317.0,13874.0,14873.0,15782.0,16409.0,17038.0,17437.0,18351.0,19350.0
Episode reward,0.0,79.40938020360845,81.93246385201579,82.1756730911201,72.02893539686329,86.44282873699667,59.24241082719338,89.08888618070412,88.5761483185479,76.0946182006522,59.46513684287741,82.62686132765154,77.04142569236751,91.40837819753567,91.51543981535418,87.26717396008797,89.36420995619756,84.63724269581344,83.60488335314025,84.58702586465975,88.87328973661792,83.84709068795352,80.50861648039763,80.38277974897267,82.06642529259983,81.11133496975177,90.54357821853706,-22.33303712443589,78.78849111932472,88.60404192754035,82.98129385773385,86.67842823470913,79.5045100437599,-27.571270778861983
Episode feedback,0.8,0.4483516473662601,0.3860589801982333,0.3081232484366296,0.24624060104090112,0.20370370294924556,0.12405063275436629,0.17916666592013888,0.18507462631321006,0.11005692578736827,0.07719298236585616,0.05830903773087744,0.06319702590483824,0.043859648930440136,0.055555555441243715,0.045258620592115044,0.03151260497581385,0.029077117535932846,0.01605136434020648,0.009693053296134001,0.012315270905627411,0.010802469119131993,0.007575757566192226,0.002564102560815253,0.0,0.005988023943131701,0.0,0.00200400801402404,0.0033039647540705234,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,28.9784574508667,53.213600397109985,75.3472409248352,106.22867345809937,122.07395434379578,163.2083101272583,176.9921646118164,196.0373513698578,223.5482144355774,266.2470643520355,283.7438533306122,310.8980360031128,322.87315940856934,347.1276385784149,370.39147567749023,393.8763234615326,432.24004888534546,462.2634291648865,492.03681445121765,511.8173635005951,542.6845142841339,580.3871378898621,617.2630317211151,649.6123745441437,681.3495531082153,707.7336976528168,754.559520483017,797.1974112987518,826.7182109355927,856.298362493515,875.5350301265717,918.1209757328033,964.3243007659912
total minutes,0.0,0.4829742908477783,0.8868933399518331,1.2557873487472535,1.7704778909683228,2.0345659057299295,2.720138502120972,2.94986941019694,3.26728918949763,3.72580357392629,4.437451072533926,4.72906422217687,5.181633933385213,5.381219323476156,5.7854606429735815,6.173191261291504,6.564605391025543,7.204000814755758,7.704390486081441,8.200613574186962,8.530289391676584,9.044741904735565,9.673118964831035,10.287717195351918,10.826872909069062,11.355825885136921,11.795561627546947,12.575992008050283,13.286623521645863,13.778636848926544,14.271639374891917,14.592250502109527,15.302016262213389,16.072071679433186
cummulative feedback,0.0,204.0,348.0,458.0,589.0,644.0,742.0,785.0,847.0,905.0,971.0,991.0,1025.0,1035.0,1062.0,1083.0,1098.0,1121.0,1131.0,1137.0,1142.0,1149.0,1155.0,1157.0,1157.0,1161.0,1161.0,1163.0,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,455.0,373.0,357.0,532.0,270.0,790.0,240.0,335.0,527.0,855.0,343.0,538.0,228.0,486.0,464.0,476.0,791.0,623.0,619.0,406.0,648.0,792.0,780.0,695.0,668.0,556.0,998.0,908.0,626.0,628.0,398.0,913.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
