,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,707.0,1137.0,1675.0,2475.0,3099.0,4098.0,5097.0,6075.0,7074.0,7882.0,8881.0,9880.0,10879.0,11878.0,12877.0,13876.0,14875.0,15874.0,16873.0,17872.0,18871.0,19870.0
Episode reward,0.0,63.606913966345445,80.43722121216247,77.47871163403381,65.95058399978134,75.41598958362094,-37.77197114826937,-35.14665886273527,64.314248293647,-31.591275923381964,72.38466912817691,-33.8506982172111,-34.4079067683454,-33.339638354108466,-33.9785742634424,-32.53803644119507,-31.985729529030024,-35.69786497230928,-34.299929019692726,-33.501537042555654,-33.15748717096503,-35.18171166257271,-35.366126357722365
Episode feedback,0.8,0.37446808457522257,0.37529137441657023,0.3109869640391304,0.2528160197086157,0.1781701441762919,0.1342685369396107,0.07214428850486544,0.06448311150001729,0.03106212421737262,0.03345724902917317,0.014028056098168281,0.0150300601051803,0.007014028049084141,0.0030060120210360602,0.0050100200350601,0.00200400801402404,0.00100200400701202,0.0,0.0,0.00100200400701202,0.0,0.0
total seconds,0.0,43.70428824424744,72.04126620292664,105.42854714393616,151.85307621955872,186.19584965705872,238.57468724250793,288.3872346878052,336.6612067222595,384.9294834136963,423.8364496231079,471.0382549762726,518.3416285514832,565.6821885108948,612.4672365188599,659.8728892803192,706.7694272994995,753.8111650943756,800.7911911010742,847.6867318153381,894.5157015323639,940.9140939712524,987.5074157714844
total minutes,0.0,0.7284048040707906,1.2006877700487772,1.7571424523989359,2.530884603659312,3.1032641609509786,3.976244787375132,4.80645391146342,5.611020112037659,6.415491390228271,7.063940827051798,7.8506375829378765,8.63902714252472,9.42803647518158,10.207787275314331,10.997881488005321,11.779490454991658,12.563519418239594,13.34651985168457,14.128112196922302,14.908595025539398,15.681901566187541,16.45845692952474
cummulative feedback,0.0,264.0,425.0,592.0,794.0,905.0,1039.0,1111.0,1174.0,1205.0,1232.0,1246.0,1261.0,1268.0,1271.0,1276.0,1278.0,1279.0,1279.0,1279.0,1280.0,1280.0,1280.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,705.0,429.0,537.0,799.0,623.0,998.0,998.0,977.0,998.0,807.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
