,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
Accumulated time steps,0.0,1000.0,1353.0,1619.0,1868.0,2327.0,3215.0,4214.0,5213.0,5488.0,5682.0,6249.0,6717.0,6944.0,7383.0,7760.0,8137.0,8456.0,9331.0,9793.0,10347.0,10990.0,11435.0,12405.0,13158.0,13611.0,14178.0,14874.0,15417.0,16110.0,16590.0,17150.0,18093.0,19092.0
Episode reward,0.0,-53.11803010952138,83.15320027449825,86.96398556257265,90.73489818100933,78.1713700415124,57.44814179641702,-48.44105707618412,-52.84086776613561,85.3426813034422,90.0783953118305,77.62799543816189,84.73984170531821,92.06617468609706,84.07474071813478,90.027297742197,90.7029698923929,92.41100148367813,71.26352959560043,83.50184213138424,77.28236516406398,70.93575717066062,82.19659279219691,62.65730490220201,77.3944441398293,86.20649582576462,77.1535377662244,80.21271819935893,76.1418296381281,81.55425024347676,83.2276141461666,84.7569926135285,72.84998288901902,-41.059207929521385
Episode feedback,0.8,0.24849699373898096,0.269886362869641,0.2301886783766465,0.23790322484716442,0.1877729253542076,0.14543404718665834,0.08917835662406978,0.03807615226645676,0.036496350231765146,0.046632124110714386,0.04416961122938231,0.02997858665957476,0.03982300867334952,0.034246575264277226,0.01329787230505885,0.00531914892202354,0.025157232625291723,0.011441647584162875,0.006507592176773119,0.007233273042977806,0.006230529585310701,0.002252252247179612,0.005159958715005203,0.0013297872322742192,0.0,0.0017667844491752924,0.0,0.0,0.0014450867031140366,0.0,0.0,0.0,0.0
total seconds,0.0,55.5444974899292,76.9199104309082,92.59000706672668,107.63248467445374,133.23959040641785,180.03005456924438,230.298193693161,278.78876423835754,292.92709159851074,303.1153190135956,331.1121850013733,354.15186309814453,366.0150887966156,387.836195230484,406.321222782135,424.81254029273987,440.8515977859497,482.5657777786255,504.89977836608887,531.5027348995209,562.3592586517334,583.9135406017303,629.9030447006226,665.3251776695251,687.0455451011658,713.9745438098907,746.8354301452637,772.8090245723724,805.4778542518616,828.3270149230957,854.9099543094635,899.0019271373749,945.721177816391
total minutes,0.0,0.9257416248321533,1.2819985071818034,1.5431667844454446,1.793874744574229,2.220659840106964,3.0005009094874064,3.8383032282193503,4.646479403972625,4.8821181933085125,5.051921983559926,5.518536416689555,5.9025310516357425,6.100251479943593,6.463936587174733,6.7720203797022505,7.080209004878998,7.347526629765828,8.042762962977092,8.41499630610148,8.858378914992015,9.372654310862224,9.731892343362173,10.49838407834371,11.088752961158752,11.45075908501943,11.899575730164846,12.447257169087727,12.88015040953954,13.424630904197693,13.805450248718262,14.248499238491059,14.983365452289581,15.762019630273183
cummulative feedback,0.0,248.0,343.0,404.0,463.0,549.0,678.0,767.0,805.0,815.0,824.0,849.0,863.0,872.0,887.0,892.0,894.0,902.0,912.0,915.0,919.0,923.0,924.0,929.0,930.0,930.0,931.0,931.0,931.0,932.0,932.0,932.0,932.0,932.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,352.0,265.0,248.0,458.0,887.0,998.0,998.0,274.0,193.0,566.0,467.0,226.0,438.0,376.0,376.0,318.0,874.0,461.0,553.0,642.0,444.0,969.0,752.0,452.0,566.0,695.0,542.0,692.0,479.0,559.0,942.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
