,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,1000.0,1594.0,1938.0,2392.0,3379.0,3693.0,4491.0,5006.0,5500.0,6105.0,6351.0,7124.0,7497.0,7980.0,8699.0,9668.0,10547.0,11483.0,12380.0,13077.0,13471.0,13867.0,14407.0,14989.0,15632.0,16030.0,16533.0,17532.0,17838.0,18483.0,19036.0,19520.0
Episode reward,0.0,-61.155768944470665,69.22663385935121,83.38713256827495,77.73934851653748,56.21989126127164,82.93050795905218,64.88947420824569,80.96251677362841,77.00008348509346,74.7417676279893,90.37279583579037,70.09966448139669,89.88029034133808,84.03312377185811,72.3009951862461,64.55676974866208,70.63464919285238,73.73995892106922,72.30690346604024,71.5489753679906,85.25308375829279,85.80666624094508,82.56333190936667,81.98191856349203,80.4140942405954,85.82338319776125,79.0402882111163,-31.140359318137918,92.23039057661181,78.59663452021337,81.34955629499872,81.2705683588372
Episode feedback,0.8,0.15130260505881502,0.3052276554717915,0.24198250658314138,0.19867549625016448,0.12677484774160766,0.0926517568924864,0.09410288570376049,0.10311284026631744,0.03448275855074491,0.054635761498947416,0.05306122427321949,0.029792746075398,0.01344086017892242,0.02489626550851397,0.01392757658227357,0.008264462801379687,0.005694760813559498,0.007486631008035689,0.0022321428546516263,0.002873563214262122,0.0025445292556118848,0.0,0.003710575132262384,0.0,0.0,0.0,0.0,0.00100200400701202,0.0,0.0,0.0,0.0
total seconds,0.0,54.278892040252686,92.39916586875916,114.57348132133484,142.31608653068542,198.67868661880493,216.1422791481018,258.2843015193939,285.4939568042755,310.2872540950775,340.77523851394653,354.03046011924744,392.5091202259064,411.07987356185913,436.3889911174774,473.14427423477173,522.6075887680054,565.4043622016907,609.674519777298,651.858508348465,684.4804990291595,703.4956369400024,722.4531006813049,747.9719114303589,775.334361076355,805.40003490448,824.5900368690491,848.8374483585358,895.7504725456238,910.7867035865784,941.722118139267,968.251647233963,991.5917448997498
total minutes,0.0,0.9046482006708781,1.5399860978126525,1.9095580220222472,2.371934775511424,3.311311443646749,3.60237131913503,4.304738358656565,4.758232613404592,5.171454234917959,5.679587308565775,5.900507668654124,6.5418186704317725,6.851331226030985,7.273149851957957,7.885737903912863,8.710126479466757,9.423406036694844,10.1612419962883,10.864308472474416,11.408008317152659,11.724927282333374,12.040885011355082,12.466198523839315,12.922239351272584,13.423333915074666,13.743167281150818,14.147290805975596,14.929174542427063,15.17977839310964,15.69536863565445,16.137527453899384,16.526529081662495
cummulative feedback,0.0,151.0,332.0,415.0,505.0,630.0,659.0,734.0,787.0,804.0,837.0,850.0,873.0,878.0,890.0,900.0,908.0,913.0,920.0,922.0,924.0,925.0,925.0,927.0,927.0,927.0,927.0,927.0,928.0,928.0,928.0,928.0,928.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,593.0,343.0,453.0,986.0,313.0,797.0,514.0,493.0,604.0,245.0,772.0,372.0,482.0,718.0,968.0,878.0,935.0,896.0,696.0,393.0,395.0,539.0,581.0,642.0,397.0,502.0,998.0,305.0,644.0,552.0,483.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
