,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,219.0,433.0,539.0,638.0,856.0,1038.0,2240.0,3468.0,3679.0,3896.0,4100.0,4315.0,4515.0,4731.0,5965.0,6183.0,6375.0,6555.0,6796.0,7009.0,7186.0,7280.0,7503.0,7673.0,7872.0,11169.0,11423.0,11569.0,11798.0,13068.0,15337.0,19838.0
Episode reward,0.0,274.7540680307207,414.2094723855505,141.905273629657,129.78869664509483,289.8358225490381,316.4020649264469,261.6372909369555,298.7961225725965,409.66973338234504,291.11619482437914,270.61725728307067,278.6235835142958,369.8606922599618,285.701433219014,302.32038377346527,271.4110778155119,251.93384039429597,221.87824463591994,319.43095754322053,437.5224006518522,220.01016604089676,117.3519443086645,297.8546701286287,224.9319443992968,650.2270630599,643.0299016828708,458.58386991491176,173.63079168514417,285.10991941606403,323.7650274926021,304.5341054369538,468.2651858505133
Episode feedback,0.8,0.5161290298795898,0.4178403736251626,0.5619047565532881,0.5612244840691379,0.48847926042175455,0.43646408598638625,0.3134328342615282,0.2731277521007588,0.3238095222675737,0.3333333317901235,0.3497536928583562,0.21962616719800857,0.3467336665993283,0.2604651150676041,0.26180257398367995,0.27649769457835166,0.20942408267317233,0.2905027916731688,0.2541666656076389,0.2405660366011036,0.21590908968233471,0.2903225775234132,0.22522522421069718,0.23076922940373237,0.2575757562748699,0.13175675631163258,0.1383399204018185,0.13793103353151012,0.10087719254001232,0.13754646789016184,0.09328358174147917,0.037999999924
total seconds,0.0,90.8311288356781,178.9705686569214,225.25471425056458,267.60827708244324,367.0589871406555,447.20226287841797,957.9463167190552,1448.9300725460052,1533.1228423118591,1619.545621395111,1702.3960373401642,1796.9923470020294,1901.9382164478302,2004.611698627472,2514.366595506668,2605.226031780243,2685.64608836174,2759.470239162445,2861.5572366714478,2948.2667553424835,3022.166493654251,3062.3498561382294,3155.8183369636536,3227.6501743793488,3308.2383790016174,4659.556603908539,4771.016660928726,4843.930098056793,4939.954221487045,5464.257591724396,6374.356587409973,8188.123251914978
total minutes,0.0,1.5138521472613016,2.9828428109486897,3.7542452375094095,4.460137951374054,6.1176497856775915,7.453371047973633,15.965771945317586,24.14883454243342,25.55204737186432,26.992427023251853,28.373267289002737,29.949872450033823,31.698970274130502,33.41019497712453,41.90610992511113,43.42043386300405,44.760768139362334,45.99117065270742,47.6926206111908,49.13777925570806,50.369441560904185,51.03916426897049,52.596972282727556,53.79416957298915,55.137306316693625,77.65927673180899,79.5169443488121,80.73216830094655,82.33257035811742,91.07095986207327,106.23927645683288,136.46872086524962
cummulative feedback,0.0,112.0,201.0,260.0,315.0,421.0,500.0,563.0,625.0,693.0,765.0,836.0,883.0,952.0,1008.0,1069.0,1129.0,1169.0,1221.0,1282.0,1333.0,1371.0,1398.0,1448.0,1487.0,1538.0,1577.0,1612.0,1632.0,1655.0,1692.0,1717.0,1736.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tau,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016
