,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Accumulated time steps,0.0,1000.0,1877.0,2224.0,2482.0,3103.0,3705.0,4024.0,4645.0,5172.0,6171.0,6752.0,7751.0,8580.0,9579.0,10578.0,11577.0,12576.0,13575.0,14574.0,15573.0,16572.0,17571.0,18570.0,19569.0,20568.0
Episode reward,0.0,-69.29106869929865,48.556255480149034,79.44616267995774,86.0764675608608,68.12082135908378,70.75080859265556,85.41310411723434,70.83109152504868,75.21546786640765,-39.65204055763269,75.41933891456473,-47.65407469298563,67.95011109035973,-44.08624050636339,-40.885065515685895,-42.526114003966576,-39.481524797414714,-43.29330647653641,-42.62890997652654,-43.860021167902815,-41.27866841535318,-39.71285965711133,-43.06796351036135,-38.882178843111504,-43.74099547112311
Episode feedback,0.8,0.01603206411219232,0.22260273947191467,0.16473988391693675,0.15564202274069253,0.13870967719562954,0.10648918451499303,0.11320754681381275,0.09032258049947971,0.05893536110468563,0.03807615226645676,0.04827586198573127,0.01903807613322838,0.02536231880994889,0.0100200400701202,0.007014028049084141,0.0060120240420721205,0.00400801602804808,0.0,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,44.64631414413452,96.13535046577454,116.08345794677734,131.19118237495422,165.39848470687866,197.93153834342957,215.76740550994873,248.23588609695435,275.3345091342926,324.72065114974976,354.3138659000397,402.5319380760193,443.19224190711975,491.67721819877625,539.8543148040771,588.1347551345825,635.8708679676056,683.7198622226715,731.3911175727844,778.9341423511505,826.8777709007263,875.9341795444489,924.1377530097961,972.5196585655212,1020.4284212589264
total minutes,0.0,0.7441052357355754,1.6022558410962422,1.9347242991129556,2.186519706249237,2.756641411781311,3.2988589723904926,3.5961234251658123,4.137264768282573,4.588908485571543,5.412010852495829,5.905231098333995,6.708865634600321,7.386537365118662,8.194620303312938,8.997571913401286,9.802245918909708,10.597847799460093,11.395331037044524,12.189851959546408,12.982235705852508,13.781296181678773,14.598902992407481,15.402295883496603,16.20866097609202,17.00714035431544
cummulative feedback,0.0,16.0,211.0,268.0,308.0,394.0,458.0,494.0,550.0,581.0,619.0,647.0,666.0,687.0,697.0,704.0,710.0,714.0,714.0,715.0,716.0,716.0,716.0,716.0,716.0,716.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,876.0,346.0,257.0,620.0,601.0,318.0,620.0,526.0,998.0,580.0,998.0,828.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
