,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Accumulated time steps,0.0,1000.0,1489.0,2488.0,3487.0,4486.0,5485.0,6484.0,7483.0,8199.0,8804.0,9803.0,10383.0,11382.0,12381.0,12881.0,13404.0,14403.0,15402.0,15899.0,16482.0,17005.0,18004.0,18790.0,19300.0,19812.0
Episode reward,0.0,-49.00017046787486,76.10951955857666,-61.782461986859126,-48.92408127024128,-60.17260590059832,-50.46434815114866,-63.74633226774126,-54.19850115558733,60.075869275478595,66.66807568538988,-53.38710303110441,69.03094955368104,-53.51121933384249,-53.267956816927914,74.274838433916,74.27631875333998,-38.62346442553812,-49.55188769994814,73.10891788640888,68.86476249688187,70.11234985763872,-50.456835614271455,58.276847985549715,72.28787326543389,72.07396486966678
Episode feedback,0.8,0.4408817630852888,0.17418032751192555,0.0150300601051803,0.15430861707985108,0.0060120240420721205,0.05811623240669716,0.01102204407713222,0.01803607212621636,0.018181818156389067,0.008278145681658699,0.00200400801402404,0.0034542314275401876,0.00100200400701202,0.00100200400701202,0.002004008012016016,0.0,0.0,0.00100200400701202,0.0,0.0,0.001915708808590596,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,76.9209840297699,106.56420660018921,157.38401055335999,214.43130540847778,263.09128427505493,313.5575511455536,362.58528089523315,411.741162776947,447.2092590332031,477.46806955337524,525.9992098808289,554.5597152709961,603.3213050365448,651.9818277359009,676.9705123901367,703.4101405143738,752.4400935173035,801.5578677654266,826.6550967693329,856.088748216629,882.2865808010101,931.5434637069702,971.3113768100739,996.5209784507751,1020.8144297599792
total minutes,0.0,1.282016400496165,1.7760701100031535,2.6230668425559998,3.573855090141296,4.384854737917582,5.225959185759226,6.043088014920553,6.862352712949117,7.453487650553385,7.957801159222921,8.766653498013815,9.242661921183268,10.055355083942413,10.866363795598348,11.282841873168945,11.72350234190623,12.54066822528839,13.359297796090443,13.777584946155548,14.268145803610484,14.704776346683502,15.52572439511617,16.188522946834563,16.608682974179587,17.013573829332987
cummulative feedback,0.0,440.0,525.0,540.0,694.0,700.0,758.0,769.0,787.0,800.0,805.0,807.0,809.0,810.0,811.0,812.0,812.0,812.0,813.0,813.0,813.0,814.0,815.0,815.0,815.0,815.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,488.0,998.0,998.0,998.0,998.0,998.0,998.0,715.0,604.0,998.0,579.0,998.0,998.0,499.0,522.0,998.0,998.0,496.0,582.0,522.0,998.0,785.0,509.0,511.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
