,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Accumulated time steps,0.0,793.0,1132.0,1935.0,2866.0,3373.0,3871.0,4545.0,5047.0,5485.0,6400.0,6939.0,7938.0,8581.0,9271.0,9940.0,10679.0,11678.0,12588.0,13191.0,13868.0,14867.0,15866.0,16348.0,17204.0,17773.0,18772.0,19771.0,20770.0
Episode reward,0.0,54.35606868716197,83.31973043142887,59.1230006669842,55.912224824051236,77.34379997711414,76.73756973101095,71.57284321917032,74.3809969702931,79.51308035165417,56.4527554736198,73.21558339282538,-43.83325088649878,73.11798733095944,67.49164246855773,71.28086486191566,69.11445672874424,-40.825307197285156,60.39334507882227,74.6455364763587,70.51010374983224,-37.292980200055226,-36.25652887839128,78.77744198276118,61.036683772588766,77.32178592151243,-39.37462122280951,-40.1036810139018,-41.77579523184469
Episode feedback,0.8,0.3514538554343188,0.31360946652778265,0.2356608475864578,0.18172042991212858,0.1679841893913356,0.14285714256970394,0.10252600281942645,0.08183632718196342,0.05491990834114437,0.03610503278325489,0.03531598506446843,0.01703406811920434,0.029595015530225834,0.024673439731968883,0.017964071829395103,0.010840108386395517,0.007014028049084141,0.004400440039163432,0.004983388696040883,0.0029585798772802075,0.00100200400701202,0.0,0.0,0.0,0.0017605633771821067,0.00100200400701202,0.0,0.0
total seconds,0.0,62.609495401382446,90.59231472015381,146.94869709014893,207.3999845981598,238.8564212322235,268.3581078052521,305.5698068141937,333.2111129760742,356.75760078430176,403.5267684459686,431.9816515445709,481.5023856163025,514.3673512935638,549.196188211441,582.6497254371643,619.4950041770935,668.4754939079285,713.12428855896,743.0610723495483,776.555552482605,824.7509524822235,873.5847296714783,897.9039540290833,939.9809684753418,968.2532279491425,1017.1894280910492,1066.6636183261871,1121.6888871192932
total minutes,0.0,1.0434915900230408,1.5098719120025634,2.449144951502482,3.45666640996933,3.980940353870392,4.472635130087535,5.092830113569895,5.553518549601237,5.945960013071696,6.725446140766143,7.199694192409515,8.025039760271708,8.572789188226064,9.153269803524017,9.710828757286071,10.324916736284893,11.141258231798808,11.885404809315999,12.384351205825805,12.942592541376749,13.74584920803706,14.559745494524638,14.96506590048472,15.66634947458903,16.137553799152375,16.95315713485082,17.777726972103117,18.694814785321554
cummulative feedback,0.0,278.0,384.0,573.0,742.0,827.0,898.0,967.0,1008.0,1032.0,1065.0,1084.0,1101.0,1120.0,1137.0,1149.0,1157.0,1164.0,1168.0,1171.0,1173.0,1174.0,1174.0,1174.0,1174.0,1175.0,1176.0,1176.0,1176.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,791.0,338.0,802.0,930.0,506.0,497.0,673.0,501.0,437.0,914.0,538.0,998.0,642.0,689.0,668.0,738.0,998.0,909.0,602.0,676.0,998.0,998.0,481.0,855.0,568.0,998.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
