,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Accumulated time steps,0.0,626.0,1010.0,1863.0,2315.0,3110.0,4109.0,5108.0,6107.0,7106.0,7695.0,8498.0,9497.0,10181.0,10686.0,11685.0,12377.0,12956.0,13955.0,14794.0,15453.0,16017.0,17016.0,17594.0,18338.0,18996.0,19370.0
Episode reward,0.0,67.51851288892239,80.78411220889214,62.075707804084445,77.87814566487046,60.066098100875216,-55.15484238856281,-32.021691634836095,-63.48014275359173,-60.42874755024956,69.24949512626989,59.181500482993876,-72.07717013630068,62.241080968398734,75.80555936825812,-47.415814101715426,65.48187205009567,66.14239632690973,-59.020402958099446,49.190394131789716,60.321662460022374,66.99191636972358,-61.150916944240386,65.90149893030696,55.38368880368089,61.29173500670422,77.96256328469457
Episode feedback,0.8,0.48557692229875493,0.2454308087586663,0.2676056334887258,0.1685144120432053,0.12720403006649367,0.07414829651888949,0.0901803606310818,0.014028056098168281,0.01102204407713222,0.015306122422948772,0.009975062331701917,0.0,0.008784773047167243,0.0039682539603804485,0.0,0.0,0.0017301038032351145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,42.10616397857666,64.95384526252747,115.74160838127136,140.9042842388153,183.56460332870483,235.34625577926636,288.3919949531555,334.83494687080383,382.5411033630371,411.880916595459,451.15665578842163,501.00624680519104,535.3019375801086,561.0017459392548,610.9325902462006,645.7507030963898,675.2080585956573,725.1631453037262,767.7678558826447,800.9439024925232,829.7613639831543,877.975996017456,906.5461330413818,944.4386796951294,977.3901708126068,996.9214224815369
total minutes,0.0,0.7017693996429444,1.0825640877087912,1.9290268063545226,2.3484047373135883,3.059410055478414,3.922437596321106,4.8065332492192585,5.580582447846731,6.375685056050618,6.86468194325765,7.519277596473694,8.350104113419851,8.921698959668477,9.35002909898758,10.182209837436677,10.762511718273164,11.253467643260956,12.08605242172877,12.79613093137741,13.349065041542053,13.829356066385905,14.6329332669576,15.109102217356364,15.74064466158549,16.289836180210113,16.615357041358948
cummulative feedback,0.0,303.0,397.0,625.0,701.0,802.0,876.0,966.0,980.0,991.0,1000.0,1008.0,1008.0,1014.0,1016.0,1016.0,1016.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0,1017.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,624.0,383.0,852.0,451.0,794.0,998.0,998.0,998.0,998.0,588.0,802.0,998.0,683.0,504.0,998.0,691.0,578.0,998.0,838.0,658.0,563.0,998.0,577.0,743.0,657.0,373.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
