,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
Accumulated time steps,0.0,461.0,811.0,1262.0,1966.0,2406.0,2760.0,3129.0,4094.0,4893.0,5220.0,5790.0,6267.0,6656.0,7045.0,7813.0,8516.0,9010.0,9721.0,10692.0,11331.0,12330.0,12967.0,13966.0,14630.0,15629.0,16030.0,16485.0,16966.0,17263.0,17909.0,18646.0,19524.0,20126.0
Episode reward,0.0,78.92022400819266,84.14434964317114,77.68027754995377,65.35340362414028,76.81448417145205,81.34263984318541,82.91287228800384,65.22214955447797,69.56825953085055,86.76001292054424,76.42846180741665,83.88729126096018,85.73535877507761,82.8189173508905,75.18602831655127,81.05361944571142,88.18379841736139,79.40714093352602,66.48356444215732,79.24621947589104,-34.73218374841403,80.87084631438785,-27.59911559940636,79.65635483611993,-24.93089893152826,87.62895880226432,88.18415625265594,86.67941033836283,89.42700695966292,87.38670765728466,76.45407072336317,78.34652623259284,84.88054951146442
Episode feedback,0.8,0.44880174194160843,0.3495701995714321,0.2577777772049383,0.1721194876641259,0.127562642078445,0.13597733672527668,0.12228260836336248,0.1296680496580207,0.10526315776282813,0.0613496930633445,0.0527240772359858,0.05882352928818586,0.04639175245775322,0.025773195809862898,0.033898305040549796,0.019943019914611084,0.016227180494468193,0.012676056320174569,0.007216494837921139,0.0062695924666620806,0.007014028049084141,0.00314465408310589,0.0030060120210360602,0.0,0.00100200400701202,0.0,0.0,0.0020833333289930556,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,33.92835545539856,61.809115409851074,95.35102248191833,142.7093312740326,172.32577466964722,196.01158547401428,221.37918186187744,281.8239667415619,328.61970114707947,347.0196249485016,377.77575969696045,403.69725489616394,424.8173186779022,444.9868357181549,484.612389087677,520.530889749527,545.8948171138763,581.597690820694,629.4405243396759,661.2927117347717,710.1894686222076,741.4807207584381,790.2993729114532,822.9575378894806,871.837370634079,891.7496020793915,914.4726238250732,938.6043992042542,953.8479421138763,985.5612411499023,1022.1888716220856,1065.4576542377472,1095.3753683567047
total minutes,0.0,0.5654725909233094,1.0301519234975178,1.5891837080319722,2.37848885456721,2.8720962444941205,3.266859757900238,3.6896530310312907,4.697066112359365,5.476995019117991,5.7836604158083595,6.296262661616008,6.728287581602732,7.080288644631704,7.416447261969249,8.076873151461283,8.675514829158782,9.09824695189794,9.693294847011567,10.490675405661266,11.02154519557953,11.83649114370346,12.358012012640636,13.171656215190888,13.715958964824676,14.530622843901316,14.862493367989858,15.241210397084554,15.643406653404236,15.89746570189794,16.426020685831705,17.036481193701427,17.75762757062912,18.256256139278413
cummulative feedback,0.0,206.0,328.0,444.0,565.0,621.0,669.0,714.0,839.0,923.0,943.0,973.0,1001.0,1019.0,1029.0,1055.0,1069.0,1077.0,1086.0,1093.0,1097.0,1104.0,1106.0,1109.0,1109.0,1110.0,1110.0,1110.0,1111.0,1111.0,1111.0,1111.0,1111.0,1111.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,459.0,349.0,450.0,703.0,439.0,353.0,368.0,964.0,798.0,326.0,569.0,476.0,388.0,388.0,767.0,702.0,493.0,710.0,970.0,638.0,998.0,636.0,998.0,663.0,998.0,400.0,454.0,480.0,296.0,645.0,736.0,877.0,601.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
