,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Accumulated time steps,0.0,448.0,707.0,1064.0,1500.0,2033.0,2383.0,2718.0,3344.0,4343.0,4955.0,5665.0,6228.0,7060.0,7929.0,8852.0,9851.0,10829.0,11828.0,12827.0,13698.0,14697.0,15696.0,16675.0,17674.0,18673.0,19672.0,20483.0
Episode reward,0.0,79.46017191134236,88.00489728750432,84.45271737656063,83.04649843399685,77.38917603360458,83.4158653245614,86.34837935818642,75.26234120840863,-34.79073488557353,77.78553117186082,72.03444328754452,80.07161818120468,71.79240565837749,65.8693448491658,68.94150368505754,-35.2119252756138,67.73604080017626,-36.061016684687054,-36.27817487617432,71.60800081718975,-35.37518520496644,-34.31794417607112,63.991293030004556,-35.51110031794112,-35.196046293444404,-33.0814614343874,71.52584663713907
Episode feedback,0.8,0.48878923657222145,0.39922480465416743,0.35112359451931574,0.3701149416778967,0.2518796987746622,0.26074498492623216,0.19760478982753057,0.1759999997184,0.11122244477833422,0.08019639921408118,0.05077574040793267,0.04626334511341042,0.031287605257174965,0.03571428567314022,0.016268980459578114,0.007014028049084141,0.007164790166668588,0.0030060120210360602,0.00200400801402404,0.004597701144140574,0.00200400801402404,0.00200400801402404,0.0010224948864800665,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,32.37594556808472,52.183998823165894,78.36426377296448,108.98289942741394,142.70683479309082,166.9442982673645,188.55490517616272,226.13980412483215,280.30968713760376,312.44992876052856,348.4871025085449,376.977308511734,417.96657037734985,461.38365030288696,506.39609932899475,554.9007785320282,601.7037193775177,649.8024685382843,697.8349330425262,739.6931624412537,787.7341861724854,835.6106433868408,882.2738449573517,930.0896475315094,977.1313526630402,1024.1620028018951,1062.2348511219025
total minutes,0.0,0.5395990928014119,0.8697333137194315,1.3060710628827412,1.8163816571235656,2.378447246551514,2.782404971122742,3.1425817529360454,3.7689967354138694,4.671828118960063,5.207498812675476,5.808118375142415,6.282955141862233,6.966109506289164,7.689727505048116,8.43993498881658,9.248346308867136,10.028395322958628,10.830041142304738,11.630582217375437,12.328219374020895,13.128903102874755,13.926844056447347,14.704564082622529,15.501494125525157,16.285522544384,17.069366713364918,17.70391418536504
cummulative feedback,0.0,218.0,321.0,446.0,607.0,741.0,832.0,898.0,1008.0,1119.0,1168.0,1204.0,1230.0,1256.0,1287.0,1302.0,1309.0,1316.0,1319.0,1321.0,1325.0,1327.0,1329.0,1330.0,1331.0,1331.0,1331.0,1331.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,446.0,258.0,356.0,435.0,532.0,349.0,334.0,625.0,998.0,611.0,709.0,562.0,831.0,868.0,922.0,998.0,977.0,998.0,998.0,870.0,998.0,998.0,978.0,998.0,998.0,998.0,810.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
