,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,461.0,977.0,1320.0,2319.0,3318.0,4317.0,5286.0,6285.0,7284.0,8283.0,9282.0,10281.0,11280.0,12279.0,13278.0,14277.0,15276.0,16275.0,17274.0,18273.0,19272.0,20271.0
Episode reward,0.0,80.88319387905952,82.30887287454948,88.28842656747386,-30.242734190075293,-31.861784192220775,-27.763211102067782,68.12755982678442,-28.118092607961525,-30.928456570408223,-27.99054329262138,-27.93242380164766,-28.945025137003242,-30.650301980400304,-29.51075457215522,-27.558387156729953,-30.64467791533879,-29.543777139907935,-26.320920462707104,-28.023404286129626,-29.437083111149033,-30.75779232516639,-26.285132367182396
Episode feedback,0.8,0.43790849577797714,0.4155339797756622,0.3684210515543244,0.30260521011763003,0.17735470924112753,0.12124248484845443,0.08884297511483163,0.035070140245420704,0.03406813623840868,0.01703406811920434,0.0150300601051803,0.007014028049084141,0.0050100200350601,0.0030060120210360602,0.00200400801402404,0.00100200400701202,0.0,0.0030060120210360602,0.0,0.0,0.0,0.0
total seconds,0.0,42.396127700805664,95.25844383239746,127.24121904373169,211.06215715408325,294.10397028923035,378.0782928466797,455.41579389572144,529.4906272888184,602.4742894172668,671.9716897010803,738.9576072692871,804.8025708198547,870.3029310703278,930.9730174541473,989.6390643119812,1037.4538819789886,1085.221867799759,1133.3138003349304,1181.008187532425,1228.864478111267,1276.4610924720764,1324.1734416484833
total minutes,0.0,0.7066021283467611,1.5876407305399576,2.120686984062195,3.5177026192347207,4.901732838153839,6.3013048807779946,7.590263231595357,8.824843788146973,10.041238156954448,11.199528161684672,12.315960121154784,13.413376180330912,14.505048851172129,15.516216957569123,16.493984405199686,17.290898032983144,18.08703112999598,18.888563338915507,19.68346979220708,20.481074635187785,21.274351541201273,22.069557360808055
cummulative feedback,0.0,201.0,415.0,541.0,843.0,1020.0,1141.0,1227.0,1262.0,1296.0,1313.0,1328.0,1335.0,1340.0,1343.0,1345.0,1346.0,1346.0,1349.0,1349.0,1349.0,1349.0,1349.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,459.0,515.0,342.0,998.0,998.0,998.0,968.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
