,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5285.0,5657.0,6656.0,7608.0,8358.0,8831.0,9338.0,10208.0,10898.0,11445.0,12404.0,12820.0,13378.0,13922.0,14744.0,15205.0,16204.0,17071.0,17650.0,18342.0,18722.0,19121.0,19501.0
Episode reward,0.0,-66.84019464375253,-66.18359170306657,-71.03787107899515,-69.54778674818284,-58.88499818766388,83.4278081008009,79.48239882464156,-61.396196710775115,43.71534781215461,55.77960754519638,72.40578142145839,69.19685778849023,67.51822376334391,63.90319186818504,81.76505869277128,76.60584818962847,85.77612043094696,69.65306471694569,67.80934208060728,51.01996578569987,74.55609104631105,-40.728062543861625,63.6493099582507,74.35703334181265,68.66616566389315,82.78285899075053,80.03361051845869,82.45981263753751
Episode feedback,0.8,0.0100200400701202,0.08817635261705777,0.07314629251187746,0.0050100200350601,0.06312625244175726,0.031249999891493057,0.03234501338990563,0.01903807613322838,0.015772870645875004,0.012016021345773002,0.004237288126615915,0.007905138324298146,0.005753739924334016,0.008708272846577252,0.0,0.0,0.0024096385484105097,0.001795332133222025,0.0,0.0,0.002173913038752363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,48.782559633255005,107.75010299682617,165.78623127937317,213.97828078269958,269.5765309333801,284.60856437683105,303.4666063785553,352.79270482063293,400.3567726612091,437.4154598712921,460.983704328537,486.57726311683655,529.5640966892242,564.4056990146637,591.8324177265167,639.2142388820648,660.6190960407257,687.5665507316589,713.8621234893799,752.4115679264069,774.54150390625,821.745316028595,863.2001578807831,891.3746390342712,925.0923163890839,944.6631262302399,965.2369418144226,984.3942823410034
total minutes,0.0,0.8130426605542501,1.795835049947103,2.7631038546562197,3.5663046797116595,4.492942182223002,4.7434760729471845,5.057776772975922,5.879878413677216,6.672612877686818,7.290257664521535,7.6830617388089495,8.109621051947276,8.826068278153738,9.406761650244395,9.863873628775279,10.653570648034414,11.01031826734543,11.459442512194316,11.897702058156332,12.540192798773449,12.909025065104167,13.69575526714325,14.386669298013052,14.856243983904521,15.418205273151397,15.744385437170665,16.08728236357371,16.406571372350058
cummulative feedback,0.0,10.0,98.0,171.0,176.0,239.0,248.0,260.0,279.0,294.0,303.0,305.0,309.0,314.0,320.0,320.0,320.0,321.0,322.0,322.0,322.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,288.0,371.0,998.0,951.0,749.0,472.0,506.0,869.0,689.0,546.0,958.0,415.0,557.0,543.0,821.0,460.0,998.0,866.0,578.0,691.0,379.0,398.0,379.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
