,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Accumulated time steps,0.0,443.0,694.0,1466.0,1889.0,2241.0,2881.0,3880.0,4879.0,5288.0,6287.0,7200.0,8199.0,9198.0,9676.0,10617.0,11616.0,12615.0,13339.0,14170.0,15169.0,15893.0,16892.0,17762.0,18761.0,19564.0,20531.0
Episode reward,0.0,80.38427251757065,88.46592615662276,63.2363596150132,80.32999960951773,83.78369720067931,73.20429075733455,-40.705838568989954,-36.152521961856955,81.84902891395282,-39.68133530402752,67.17694157161321,-33.61390288268505,-39.006004483100355,79.36498645270807,63.97035931557799,-41.426954728292934,-36.21784773932284,71.33297722070438,67.92772742267243,-38.893477035211454,73.28304316972779,-39.071697463267284,65.97167870727205,-34.44059326042929,68.87010374326941,65.93893779997933
Episode feedback,0.8,0.46712018034666625,0.383999998464,0.27885862480044277,0.2582938382504885,0.21367521306645237,0.18935837216062854,0.13226452892558666,0.08116232456797362,0.08578431351523452,0.052104208364625045,0.032894736806036474,0.02204408815426444,0.00901803606310818,0.016771488434441324,0.0010638297861023088,0.0030060120210360602,0.0050100200350601,0.0027662517250812563,0.0,0.00100200400701202,0.0013831258625406281,0.00100200400701202,0.0011507479848668033,0.0,0.0,0.0
total seconds,0.0,30.925987720489502,48.93871188163757,103.09514808654785,132.59500813484192,156.246755361557,195.47044038772583,252.26083421707153,305.4234390258789,328.05017709732056,379.3782560825348,425.5010607242584,475.63776564598083,524.3384163379669,548.7983140945435,594.9406006336212,644.4283285140991,695.3422019481659,734.032900094986,776.815798997879,827.1157636642456,863.4893083572388,912.9819414615631,955.8781185150146,1004.6127228736877,1044.2767174243927,1091.379864692688
total minutes,0.0,0.515433128674825,0.8156451980272929,1.718252468109131,2.209916802247365,2.6041125893592834,3.2578406731287637,4.204347236951192,5.090390650431315,5.467502951622009,6.322970934708914,7.091684345404307,7.92729609409968,8.738973605632783,9.146638568242391,9.91567667722702,10.740472141901652,11.589036699136098,12.233881668249767,12.946929983297984,13.785262727737427,14.391488472620646,15.216365691026052,15.931301975250244,16.743545381228127,17.40461195707321,18.1896644115448
cummulative feedback,0.0,206.0,302.0,517.0,626.0,701.0,822.0,954.0,1035.0,1070.0,1122.0,1152.0,1174.0,1183.0,1191.0,1192.0,1195.0,1200.0,1202.0,1202.0,1203.0,1204.0,1205.0,1206.0,1206.0,1206.0,1206.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,441.0,250.0,771.0,422.0,351.0,639.0,998.0,998.0,408.0,998.0,912.0,998.0,998.0,477.0,940.0,998.0,998.0,723.0,830.0,998.0,723.0,998.0,869.0,998.0,802.0,966.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
