,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Accumulated time steps,0.0,635.0,1480.0,2268.0,2616.0,3245.0,3489.0,4301.0,4910.0,5254.0,6253.0,7035.0,7762.0,8761.0,9082.0,9929.0,10928.0,11927.0,12926.0,13925.0,14924.0,15923.0,16922.0,17921.0,18821.0,19820.0,20819.0
Episode reward,0.0,75.67885785193815,63.69945935671134,64.45732910729004,83.27485579549867,72.5672270343709,88.01950466769898,64.67741710051754,75.50807065399094,85.11368215106809,-43.27347532311729,64.18600400785738,66.99266436102823,-42.10974686863543,85.19951349464134,61.85320924875567,-41.74575218701252,-43.13706594195542,-43.89987926699952,-46.54939013718867,-46.5841177026179,-41.535912949816456,-44.398550459537375,-43.340666857843075,61.26568839998086,-45.24477514741512,-44.78115909795154
Episode feedback,0.8,0.47393364854038916,0.32582938350020213,0.204574332649842,0.1930835729305949,0.14649681505334902,0.11111111065386374,0.08877928472406993,0.0855263156488054,0.0845481047097723,0.054108216378649085,0.039692701613709726,0.012396694197800697,0.024048096168288482,0.009374999970703126,0.017730496432942677,0.00801603205609616,0.00200400801402404,0.00400801602804808,0.00100200400701202,0.0030060120210360602,0.0,0.0,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,42.87788105010986,98.6740038394928,146.77332377433777,167.73859930038452,202.93974232673645,216.62130856513977,258.8664004802704,290.807874917984,309.4068989753723,359.406112909317,398.0748279094696,433.2812149524689,482.0355896949768,498.27456641197205,539.4930100440979,587.9330639839172,636.0143692493439,684.8428606987,733.7967045307159,781.7219967842102,830.1537382602692,878.0155243873596,926.0119411945343,969.2818641662598,1017.0033812522888,1064.4015321731567
total minutes,0.0,0.7146313508351644,1.6445667306582132,2.4462220629056293,2.7956433216730754,3.382329038778941,3.6103551427523297,4.314440008004507,4.846797915299733,5.156781649589538,5.990101881821951,6.634580465157827,7.2213535825411475,8.03392649491628,8.3045761068662,8.991550167401632,9.798884399731953,10.600239487489064,11.414047678311666,12.229945075511932,13.028699946403503,13.835895637671152,14.63359207312266,15.433532353242239,16.15469773610433,16.950056354204815,17.740025536219278
cummulative feedback,0.0,300.0,575.0,736.0,803.0,895.0,922.0,994.0,1046.0,1075.0,1129.0,1160.0,1169.0,1193.0,1196.0,1211.0,1219.0,1221.0,1225.0,1226.0,1229.0,1229.0,1229.0,1230.0,1230.0,1230.0,1230.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,633.0,844.0,787.0,347.0,628.0,243.0,811.0,608.0,343.0,998.0,781.0,726.0,998.0,320.0,846.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,899.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
