,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Accumulated time steps,0.0,914.0,1378.0,2377.0,2870.0,3869.0,4534.0,5533.0,6532.0,7477.0,8322.0,9321.0,10320.0,11319.0,12318.0,12987.0,13809.0,14461.0,14999.0,15518.0,16123.0,17122.0,17710.0,18352.0,19031.0,19624.0
Episode reward,0.0,62.14326890316034,79.1329309929159,-48.76284484064569,76.34461089641981,-64.5193101208714,76.46767199268315,-60.72242437174625,-62.26861883771101,53.18898962542133,50.914400490371264,-61.07184089265237,-48.251384625201105,-50.80828182712522,-65.84305918109335,58.419491546191416,48.09352762934767,73.28959504608123,77.78037552501927,75.07709265238003,69.996765446647,-56.770032479563895,68.03102413662836,62.87772922240446,63.17221787946703,67.59280069228183
Episode feedback,0.8,0.4934210520905471,0.21166306649748798,0.14829659303777898,0.11178861765896622,0.013026052091156261,0.10391566249410292,0.0150300601051803,0.00801603205609616,0.019067796589970553,0.013033175340008087,0.0060120240420721205,0.0060120240420721205,0.00200400801402404,0.0,0.0,0.0036540803853178073,0.0,0.0018621973894558709,0.0,0.0016556291363317398,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,61.95502710342407,88.68546533584595,142.78890585899353,169.2965681552887,219.30535006523132,254.7466869354248,304.53905749320984,353.4613151550293,400.2602345943451,442.13092064857483,488.9920017719269,536.8912570476532,583.8226280212402,631.0912292003632,663.4153728485107,703.596914768219,735.4313728809357,762.2927820682526,788.5430867671967,819.0019738674164,868.601571559906,898.4661116600037,930.4203760623932,964.1142263412476,993.1884672641754
total minutes,0.0,1.0325837850570678,1.4780910889307657,2.379815097649892,2.8216094692548115,3.6550891677538555,4.245778115590413,5.075650958220164,5.8910219192504885,6.671003909905751,7.368848677476247,8.149866696198782,8.948187617460887,9.730377133687337,10.518187153339387,11.056922880808512,11.726615246136983,12.257189548015594,12.704879701137543,13.142384779453277,13.650032897790274,14.476692859331767,14.974435194333394,15.507006267706553,16.068570439020792,16.55314112106959
cummulative feedback,0.0,450.0,548.0,696.0,751.0,764.0,833.0,848.0,856.0,874.0,885.0,891.0,897.0,899.0,899.0,899.0,902.0,902.0,903.0,903.0,904.0,904.0,904.0,904.0,904.0,904.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,912.0,463.0,998.0,492.0,998.0,664.0,998.0,998.0,944.0,844.0,998.0,998.0,998.0,998.0,668.0,821.0,651.0,537.0,518.0,604.0,998.0,587.0,641.0,678.0,592.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
