,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Accumulated time steps,0.0,532.0,1221.0,2220.0,2475.0,2739.0,3339.0,3780.0,4380.0,4715.0,4966.0,5830.0,6348.0,7258.0,8006.0,9005.0,9622.0,9949.0,10948.0,11947.0,12946.0,13945.0,14688.0,15687.0,16686.0,17685.0,18684.0,19683.0,20682.0
Episode reward,0.0,73.98398024793454,67.65298618625374,-48.53123836786354,86.51533834788056,86.31319805500245,70.43597810255218,79.33349178478221,72.77203743797699,85.41230694612116,87.98813135187197,60.08794160855846,77.11667381054613,61.59345593865047,69.70860118669364,-41.337628897165764,72.6203037506335,84.46222650586634,-41.76650215247885,-41.456573358218044,-42.826234427771446,-41.69870119804223,68.57794703369281,-40.33986892616223,-44.15281241045865,-43.57583619886497,-39.572957694265746,-37.884326778773875,-42.59539120694831
Episode feedback,0.8,0.3924528294482022,0.36773255760503987,0.18336673328319966,0.11023622003844008,0.09125475250473478,0.11352253737308425,0.136363636053719,0.08848080118784507,0.07784431114417871,0.063999999744,0.05909617606130223,0.04448742738010169,0.03960396035247089,0.01606425700660742,0.0200400801402404,0.011363636345188902,0.015337423265836125,0.00901803606310818,0.0030060120210360602,0.0030060120210360602,0.0030060120210360602,0.0,0.0,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,35.00003266334534,84.97582983970642,148.1826252937317,163.39562320709229,178.45774674415588,212.36462879180908,238.3607566356659,270.79038405418396,289.01962637901306,302.65449953079224,346.78457951545715,373.3093042373657,418.7281234264374,455.50052762031555,504.0271008014679,534.1602010726929,550.7077951431274,598.8403573036194,646.5810618400574,694.61989402771,742.7172682285309,778.4663190841675,826.4758541584015,874.32550740242,922.0363528728485,969.8250558376312,1017.4900121688843,1065.621339082718
total minutes,0.0,0.5833338777224223,1.4162638306617736,2.469710421562195,2.7232603867848715,2.974295779069265,3.5394104798634847,3.9726792772610984,4.513173067569733,4.816993772983551,5.044241658846537,5.7797429919242855,6.221821737289429,6.9788020571072895,7.5916754603385925,8.400451680024466,8.902670017878215,9.178463252385457,9.98067262172699,10.776351030667623,11.576998233795166,12.378621137142181,12.97443865140279,13.77459756930669,14.572091790040334,15.367272547880809,16.163750930627188,16.958166869481406,17.76035565137863
cummulative feedback,0.0,208.0,461.0,644.0,672.0,696.0,764.0,824.0,877.0,903.0,919.0,970.0,993.0,1029.0,1041.0,1061.0,1068.0,1073.0,1082.0,1085.0,1088.0,1091.0,1091.0,1091.0,1092.0,1093.0,1093.0,1093.0,1093.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,530.0,688.0,998.0,254.0,263.0,599.0,440.0,599.0,334.0,250.0,863.0,517.0,909.0,747.0,998.0,616.0,326.0,998.0,998.0,998.0,998.0,742.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
