,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
Accumulated time steps,0.0,1000.0,1999.0,2515.0,3464.0,4424.0,5126.0,5476.0,5915.0,6688.0,7460.0,8201.0,8559.0,8818.0,9170.0,9526.0,10015.0,10287.0,10994.0,11443.0,11794.0,12525.0,13146.0,13411.0,14052.0,14507.0,15053.0,15424.0,15956.0,16575.0,17015.0,17469.0,17856.0,18209.0,18484.0,18852.0,19391.0
Episode reward,0.0,-87.18321739697744,-70.6006189069036,77.90589056169486,34.15903497922885,33.109923432428445,50.03015722456779,89.07351776869945,81.17731025996048,47.05031223590248,50.10059293412048,81.2569157322156,85.00622940064127,85.77012554170373,81.10962992656341,75.73689339708318,72.48691724667432,80.6960673290514,51.46622712853627,69.64570053873337,76.36045128562662,61.74102982585883,76.98844626505664,86.05954652887216,55.31847287001889,70.15557916149474,62.26076596412609,75.73299572259194,64.7939222145769,57.78423819763124,70.62861633569031,68.83087023239565,74.24302689656234,77.06422941558148,80.98718292174755,75.99195472813099,64.40190528751015
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,43.43543553352356,87.03386783599854,109.71706414222717,151.36338877677917,193.31404066085815,223.88526320457458,239.59330439567566,259.17646169662476,293.37132000923157,327.4125142097473,359.8125400543213,376.113783121109,388.2572572231293,404.0263044834137,420.2734227180481,441.79895877838135,454.3169250488281,485.86351680755615,506.00998711586,521.5429039001465,553.1580910682678,580.4110727310181,592.6456758975983,621.0524251461029,641.7491147518158,666.1174094676971,682.7140848636627,706.517231464386,733.9688634872437,753.5206546783447,773.8692219257355,791.5467998981476,807.9920024871826,820.9276914596558,837.9177899360657,861.6802635192871
total minutes,0.0,0.723923925558726,1.4505644639333088,1.8286177357037863,2.522723146279653,3.2219006776809693,3.7314210534095764,3.9932217399279275,4.319607694943746,4.8895220001538595,5.456875236829122,5.996875667572022,6.268563052018483,6.470954287052154,6.733771741390228,7.0045570453008015,7.363315979639689,7.571948750813802,8.097725280125935,8.433499785264333,8.692381731669109,9.219301517804464,9.673517878850301,9.877427931626638,10.350873752435048,10.69581857919693,11.101956824461618,11.378568081061045,11.7752871910731,12.232814391454061,12.558677577972412,12.897820365428924,13.192446664969127,13.466533374786376,13.682128190994263,13.965296498934428,14.361337725321452
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,515.0,948.0,959.0,701.0,349.0,438.0,772.0,771.0,740.0,357.0,258.0,351.0,355.0,488.0,271.0,706.0,448.0,350.0,730.0,620.0,264.0,640.0,454.0,545.0,370.0,531.0,618.0,439.0,453.0,386.0,352.0,274.0,367.0,538.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
