,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,429.0,1314.0,1669.0,2661.0,3660.0,4659.0,5658.0,6657.0,7656.0,8655.0,9654.0,10653.0,11652.0,12363.0,13362.0,14361.0,15360.0,16359.0,17358.0,18357.0,19014.0,20013.0
Episode reward,0.0,80.29339286531483,65.0483594043266,84.28120400981763,63.67411934854147,-35.9410519059697,-30.09319032017327,-34.05371723932917,-32.6625162830639,-31.281264810591797,-29.122174171266053,-31.889719689428606,-29.319241676678804,-29.872922275165095,76.90664720976068,-30.380043526422355,-29.96415210852695,-28.118092513370602,-31.149503066785392,-29.14370887109723,-28.835235572334383,79.09652840582416,-30.973546306442557
Episode feedback,0.8,0.47306791458297914,0.37895927558941256,0.2853107336573143,0.2694248231388246,0.16633266516399534,0.09619238467315393,0.06613226446279333,0.037074148259444745,0.0551102203856611,0.0200400801402404,0.012024048084144241,0.00801603205609616,0.0050100200350601,0.008450704213449713,0.00100200400701202,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0,0.0,0.0
total seconds,0.0,29.069772005081177,88.34457898139954,111.56009888648987,172.91358184814453,228.4100353717804,280.3489143848419,331.0246925354004,380.2394471168518,430.94611144065857,479.89216566085815,529.0085954666138,577.4532377719879,625.5442099571228,659.9879639148712,707.8582053184509,755.6433062553406,803.6240773200989,851.0930371284485,898.8606839179993,946.8092901706696,978.9188117980957,1026.5156061649323
total minutes,0.0,0.4844962000846863,1.4724096496899923,1.859334981441498,2.881893030802409,3.8068339228630066,4.672481906414032,5.51707820892334,6.337324118614196,7.1824351906776425,7.998202761014302,8.816809924443563,9.624220629533133,10.425736832618714,10.999799398581187,11.797636755307515,12.594055104255677,13.393734622001649,14.184883952140808,14.98101139863332,15.780154836177825,16.31531352996826,17.108593436082206
cummulative feedback,0.0,202.0,537.0,638.0,905.0,1071.0,1167.0,1233.0,1270.0,1325.0,1345.0,1357.0,1365.0,1370.0,1376.0,1377.0,1378.0,1378.0,1379.0,1379.0,1379.0,1379.0,1379.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,427.0,884.0,354.0,991.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,710.0,998.0,998.0,998.0,998.0,998.0,998.0,656.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
