,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8623.0,9271.0,10270.0,11179.0,11885.0,12770.0,13769.0,14410.0,14866.0,15329.0,15875.0,16336.0,17051.0,17596.0,18161.0,19160.0,19612.0
Episode reward,0.0,-65.89371650132628,-68.25913749624732,-65.73107092685403,-56.225755244758275,-61.018027386403595,-62.76555248649366,-59.875613639646375,-60.78873163773471,60.5103261507898,67.58633812350737,-63.32781954861199,39.21372543000044,56.42860648819463,41.50786272426741,-59.41878158118154,67.20549964605088,76.0693514567338,75.81542945879238,72.03103827016464,75.57012876298322,63.936432526468664,72.1184924563168,70.378502030792,-48.651809261549886,76.71003847997288
Episode feedback,0.8,0.01102204407713222,0.00400801602804808,0.22845691359874057,0.08416833658900968,0.01102204407713222,0.0060120240420721205,0.01703406811920434,0.00801603205609616,0.0063593004668373605,0.007727975258534814,0.0030060120210360602,0.0011013215846901745,0.004255319142900256,0.0,0.00100200400701202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,49.5780246257782,99.61986660957336,157.19875121116638,208.7410168647766,256.02390718460083,303.2174530029297,350.2542767524719,397.63697123527527,428.1976668834686,459.7502748966217,508.3052384853363,553.669055223465,589.4010827541351,633.4897110462189,683.5473835468292,715.8750560283661,739.1851291656494,762.8822045326233,790.9031558036804,814.6548521518707,850.2261199951172,876.6829986572266,904.6696691513062,954.7217202186584,977.8366167545319
total minutes,0.0,0.8263004104296366,1.6603311101595561,2.619979186852773,3.4790169477462767,4.267065119743347,5.0536242167154946,5.837571279207865,6.627282853921255,7.136627781391144,7.662504581610362,8.471753974755606,9.22781758705775,9.823351379235586,10.558161850770315,11.392456392447153,11.931250933806101,12.319752152760824,12.714703408877055,13.181719263394674,13.577580869197845,14.170435333251953,14.611383310953777,15.077827819188435,15.912028670310974,16.297276945908866
cummulative feedback,0.0,11.0,15.0,243.0,327.0,338.0,344.0,361.0,369.0,373.0,378.0,381.0,382.0,385.0,385.0,386.0,386.0,386.0,386.0,386.0,386.0,386.0,386.0,386.0,386.0,386.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,629.0,647.0,998.0,908.0,705.0,884.0,998.0,640.0,455.0,462.0,545.0,460.0,714.0,544.0,564.0,998.0,451.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
