,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Accumulated time steps,0.0,446.0,1076.0,1461.0,1793.0,2402.0,2931.0,3275.0,3637.0,4636.0,5209.0,5906.0,6862.0,7587.0,8586.0,9391.0,10390.0,11029.0,12028.0,12589.0,13588.0,14587.0,15245.0,16244.0,17243.0,18242.0,18996.0,19995.0,20994.0
Episode reward,0.0,75.22267625149728,67.6977069530509,80.56372560263571,85.79592360373535,71.0887417202553,75.88808248486802,84.70873388936788,81.98908556324565,-41.2289780720464,76.53443075408184,72.58052914616012,60.11507948391347,70.01942966648483,-36.08430841360203,67.76699984140528,-32.81128703946669,76.09029442432174,-36.022767148830795,79.87804407866854,-36.48762715735838,-33.35889118464086,75.23437322892624,-37.650122507436116,-38.552163437081745,-34.58281779664181,69.60181050294972,-35.498513882668476,-40.26527016853352
Episode feedback,0.8,0.3108108101107865,0.34181240009250813,0.2682291659681532,0.23867069414298883,0.174342104976411,0.18560606025453397,0.13411078678101812,0.1135734068876083,0.09619238467315393,0.08041958027898675,0.057471264285242435,0.03874345545681314,0.03729281762804859,0.0200400801402404,0.011194029836823346,0.00901803606310818,0.0062695924666620806,0.0050100200350601,0.0017857142825255102,0.0,0.0,0.0,0.00100200400701202,0.00200400801402404,0.0,0.0,0.0,0.0
total seconds,0.0,36.668617486953735,94.2313802242279,125.80180788040161,150.80756855010986,190.4259729385376,224.02865648269653,245.03475403785706,266.4867744445801,321.62960839271545,352.94372057914734,389.8776476383209,438.71411871910095,476.14066648483276,525.8772373199463,565.9133846759796,615.0634512901306,646.6719272136688,695.347265958786,723.3399951457977,771.9374639987946,821.231861114502,853.5751478672028,902.2180757522583,950.8626356124878,999.7127220630646,1036.4139511585236,1085.7446057796478,1136.7256126403809
total minutes,0.0,0.6111436247825622,1.5705230037371318,2.0966967980066937,2.5134594758351643,3.1737662156422934,3.7338109413782754,4.0839125672976175,4.4414462407430015,5.360493473211924,5.882395342985789,6.497960793972015,7.311901978651682,7.935677774747213,8.764620621999105,9.43188974459966,10.251057521502178,10.777865453561146,11.5891210993131,12.055666585763296,12.86562439997991,13.6871976852417,14.22625246445338,15.036967929204305,15.847710593541462,16.661878701051076,17.273565852642058,18.095743429660796,18.94542687733968
cummulative feedback,0.0,138.0,353.0,456.0,535.0,641.0,739.0,785.0,826.0,922.0,968.0,1008.0,1045.0,1072.0,1092.0,1101.0,1110.0,1114.0,1119.0,1120.0,1120.0,1120.0,1120.0,1121.0,1123.0,1123.0,1123.0,1123.0,1123.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,444.0,629.0,384.0,331.0,608.0,528.0,343.0,361.0,998.0,572.0,696.0,955.0,724.0,998.0,804.0,998.0,638.0,998.0,560.0,998.0,998.0,657.0,998.0,998.0,998.0,753.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
