,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Accumulated time steps,0.0,1000.0,1424.0,1902.0,2901.0,3260.0,4259.0,4812.0,5811.0,6810.0,7809.0,8808.0,9807.0,10705.0,11239.0,12238.0,12690.0,13042.0,13499.0,14498.0,14885.0,15251.0,15603.0,16602.0,16954.0,17953.0,18481.0,18846.0,19712.0
Episode reward,0.0,-70.22547909034046,78.71924425774014,75.60569246326713,-61.757105393459476,82.54968122370835,-59.28911144716306,70.74012246287143,-62.65275770105539,-62.22177001017011,-54.479532465207186,-62.58155629497822,-58.41017549709175,36.54484256382415,70.82513211433182,-57.205858826923844,66.34693672310577,74.07232070336204,65.84958435826647,-73.1166252778235,70.46104921084725,72.93079623751643,73.98528314900744,-73.01279708572606,74.09025482198601,-72.17831099641269,61.375399632581704,72.6137839329618,36.72813304221092
Episode feedback,0.8,0.00901803606310818,0.38061465631060365,0.13626834352983574,0.0150300601051803,0.11452513934490184,0.024048096168288482,0.06159420278696703,0.007014028049084141,0.0050100200350601,0.02304609216127646,0.0050100200350601,0.00801603205609616,0.0033444816016226517,0.0037523452087198025,0.00200400801402404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,45.85113286972046,74.70503211021423,100.20711827278137,147.83535623550415,166.83657956123352,215.51099848747253,243.28021812438965,292.9454436302185,342.60362792015076,392.66684770584106,442.7160816192627,492.7826671600342,537.6531789302826,565.138463973999,615.1149895191193,638.3792877197266,656.7218222618103,679.8839154243469,728.6167237758636,747.8008053302765,766.4079086780548,784.50732421875,833.2731461524963,851.2259075641632,898.9379971027374,924.8113374710083,943.1303687095642,984.2188465595245
total minutes,0.0,0.7641855478286743,1.2450838685035706,1.6701186378796895,2.4639226039250692,2.780609659353892,3.591849974791209,4.054670302073161,4.8824240605036415,5.710060465335846,6.544447461764018,7.378601360321045,8.213044452667237,8.96088631550471,9.41897439956665,10.251916491985321,10.639654795328775,10.945363704363505,11.331398590405781,12.14361206293106,12.463346755504608,12.773465144634248,13.0751220703125,13.887885769208273,14.187098459402721,14.98229995171229,15.413522291183472,15.718839478492736,16.40364744265874
cummulative feedback,0.0,9.0,170.0,235.0,250.0,291.0,315.0,349.0,356.0,361.0,384.0,389.0,397.0,400.0,402.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,423.0,477.0,998.0,358.0,998.0,552.0,998.0,998.0,998.0,998.0,998.0,897.0,533.0,998.0,451.0,351.0,456.0,998.0,386.0,365.0,351.0,998.0,351.0,998.0,527.0,364.0,865.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
