,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
Accumulated time steps,0.0,475.0,838.0,1104.0,1560.0,1826.0,2410.0,3300.0,3857.0,4681.0,5272.0,5529.0,6165.0,6402.0,6861.0,7860.0,8259.0,9122.0,9930.0,10705.0,11322.0,11860.0,12321.0,12801.0,13603.0,14414.0,14909.0,15908.0,16907.0,17301.0,18032.0,18824.0,19681.0,20242.0
Episode reward,0.0,79.29510666889786,83.8929967977391,87.46058749590601,78.96630297861458,87.31767772064367,73.34298503311467,59.0085280413384,73.90875931482654,67.06450280579506,77.31153672307904,86.95358061456783,74.85454499443937,88.49969893800156,78.65095679173353,-32.4584565537135,90.15094079338164,70.62261985887142,73.42201619703808,77.97686191247614,74.72317399628027,84.30836649068254,80.42518520930575,82.58628799270564,77.6856629023183,72.32297338242782,81.67639668640078,-36.23094537793494,-43.42791595131372,90.69135389580175,71.53916579993741,74.97576910441282,73.26406130705588,78.80423003479953
Episode feedback,0.8,0.4207188151781843,0.38397789949177374,0.29056603663937347,0.2505494499987924,0.22641509348522607,0.19382504254918517,0.15298087721824424,0.14208633067970083,0.08991494521274004,0.06610169480321747,0.04687499981689453,0.036220472383904766,0.03813559305874749,0.030567685522777978,0.02304609216127646,0.0251256280775738,0.012761020866866564,0.008674101600156008,0.0025839793248269,0.004870129862223815,0.0018621973894558709,0.002173913038752363,0.0020876826678754017,0.002496878898256081,0.0,0.0,0.00200400801402404,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,35.67005109786987,65.71953272819519,85.32114267349243,116.8756353855133,135.51711106300354,173.16051197052002,225.4677927494049,258.25084590911865,303.391517162323,334.76586413383484,348.743531703949,381.28426027297974,394.1958181858063,417.9722557067871,468.327077627182,489.01441621780396,531.8811964988708,571.8953504562378,610.3804244995117,640.7624473571777,667.5244853496552,690.6703517436981,714.6666297912598,754.0776088237762,793.5702874660492,818.4582424163818,867.6014943122864,916.7433369159698,937.009486913681,973.3090028762817,1013.266270160675,1058.652992963791,1087.9701714515686
total minutes,0.0,0.5945008516311645,1.0953255454699198,1.4220190445582073,1.9479272564252217,2.2586185177167257,2.886008532842,3.7577965458234153,4.304180765151978,5.056525286038717,5.5794310688972475,5.812392195065816,6.354737671216329,6.569930303096771,6.966204261779785,7.8054512937863665,8.150240270296733,8.864686608314514,9.53158917427063,10.173007074991862,10.67937412261963,11.125408089160919,11.511172529061636,11.911110496520996,12.567960147062937,13.226171457767487,13.640970706939697,14.460024905204772,15.279055615266165,15.616824781894683,16.221816714604696,16.887771169344585,17.644216549396514,18.132836190859475
cummulative feedback,0.0,199.0,338.0,415.0,529.0,589.0,702.0,838.0,917.0,991.0,1030.0,1042.0,1065.0,1074.0,1088.0,1111.0,1121.0,1132.0,1139.0,1141.0,1144.0,1145.0,1146.0,1147.0,1149.0,1149.0,1149.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,473.0,362.0,265.0,455.0,265.0,583.0,889.0,556.0,823.0,590.0,256.0,635.0,236.0,458.0,998.0,398.0,862.0,807.0,774.0,616.0,537.0,460.0,479.0,801.0,810.0,494.0,998.0,998.0,393.0,730.0,791.0,856.0,560.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
