,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Accumulated time steps,0.0,353.0,706.0,1312.0,2026.0,3025.0,3750.0,4749.0,5254.0,6015.0,6673.0,7672.0,8574.0,9573.0,10572.0,11571.0,12570.0,13569.0,14568.0,15567.0,16566.0,17565.0,18564.0,19563.0,20562.0
Episode reward,0.0,81.17644182314916,84.48734834021319,75.83401793896265,73.3022690357844,-36.1703461645699,75.03453813081302,-33.6960821314644,82.63877079987182,71.0385588135549,78.15814999695381,-30.23477823332087,71.30304756803658,-31.694096956994073,-30.630132540391685,-31.448157228035882,-30.761874107452474,-30.543284121991338,-31.64242403168528,-32.457540083944416,-31.240056171195803,-31.474740713349604,-30.10843416721608,-29.223627327714066,-28.412308923533438
Episode feedback,0.8,0.4700854687461952,0.41193181701155734,0.34876033000204903,0.29453015386461406,0.19539078136734392,0.15331491691531088,0.0901803606310818,0.08333333316798942,0.07105263148545707,0.04261796036131209,0.024048096168288482,0.014428412858570019,0.012024048084144241,0.0030060120210360602,0.0060120240420721205,0.00100200400701202,0.00200400801402404,0.0,0.00100200400701202,0.00100200400701202,0.00200400801402404,0.0,0.0,0.0
total seconds,0.0,26.510243892669678,55.28530430793762,100.34207463264465,147.364737033844,207.66778683662415,248.48605275154114,301.0370388031006,327.7608151435852,366.9817039966583,400.1150372028351,448.8277566432953,492.3565249443054,540.6330881118774,588.6248619556427,636.2135355472565,684.2416212558746,732.2788314819336,779.7713878154755,827.5772035121918,875.0395946502686,922.8209009170532,970.6188535690308,1018.8423655033112,1066.8499627113342
total minutes,0.0,0.4418373982111613,0.921421738465627,1.6723679105440776,2.4560789505640668,3.461129780610402,4.141434212525685,5.017283980051676,5.462680252393087,6.116361733277639,6.668583953380585,7.480462610721588,8.205942082405091,9.010551468531292,9.810414365927379,10.603558925787608,11.404027020931244,12.20464719136556,12.996189796924591,13.792953391869863,14.583993244171143,15.380348348617554,16.17698089281718,16.980706091721853,17.78083271185557
cummulative feedback,0.0,165.0,310.0,521.0,731.0,926.0,1037.0,1127.0,1169.0,1223.0,1251.0,1275.0,1288.0,1300.0,1303.0,1309.0,1310.0,1312.0,1312.0,1313.0,1314.0,1316.0,1316.0,1316.0,1316.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,351.0,352.0,605.0,713.0,998.0,724.0,998.0,504.0,760.0,657.0,998.0,901.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
