,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Accumulated time steps,0.0,476.0,1002.0,1458.0,1848.0,2207.0,3183.0,4182.0,5181.0,6180.0,7179.0,8178.0,9177.0,10176.0,11175.0,12174.0,13173.0,14172.0,15171.0,16170.0,17169.0,18168.0,19167.0,20166.0
Episode reward,0.0,76.9378659739062,78.06834709791778,79.42138837129835,82.39501287732902,85.55510466535775,67.47048705371225,-33.99149660196241,-31.382235674305658,-35.01530618847562,-35.07896759437114,-31.221300400578077,-30.04369434506824,-30.80927451171849,-29.097363459752334,-29.025426454092752,-30.581283058173028,-30.884832304232,-31.634153316196606,-29.71855667698334,-30.679042565803435,-30.69381412576304,-30.355399687517842,-29.825961930072364
Episode feedback,0.8,0.45780590620716055,0.3599999993142857,0.3142857135949765,0.2313624672715618,0.25418994342405044,0.20410256389322814,0.12324649286247846,0.1052104207362621,0.04108216428749282,0.04408817630852888,0.024048096168288482,0.01903807613322838,0.0100200400701202,0.0050100200350601,0.00400801602804808,0.00100200400701202,0.0030060120210360602,0.0,0.0,0.00200400801402404,0.0,0.00100200400701202,0.0
total seconds,0.0,31.90663981437683,67.13563942909241,96.8635139465332,120.59951043128967,142.82085871696472,198.95324206352234,252.79253935813904,306.1586055755615,355.6720380783081,405.49551606178284,454.4504222869873,502.8899166584015,551.2674419879913,598.7123527526855,646.8293642997742,694.7539849281311,742.5119423866272,790.7896625995636,839.2793614864349,887.6320021152496,935.4649455547333,983.267599105835,1031.6751163005829
total minutes,0.0,0.5317773302396138,1.1189273238182067,1.6143918991088868,2.0099918405214945,2.3803476452827455,3.3158873677253724,4.213208989302317,5.102643426259359,5.9278673013051355,6.758258601029714,7.574173704783122,8.381498610973358,9.187790699799855,9.978539212544758,10.780489404996237,11.579233082135518,12.37519903977712,13.179827709992727,13.98798935810725,14.793866701920827,15.591082425912221,16.38779331843058,17.19458527167638
cummulative feedback,0.0,217.0,406.0,549.0,639.0,730.0,929.0,1052.0,1157.0,1198.0,1242.0,1266.0,1285.0,1295.0,1300.0,1304.0,1305.0,1308.0,1308.0,1308.0,1310.0,1310.0,1311.0,1311.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,474.0,525.0,455.0,389.0,358.0,975.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
