,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Accumulated time steps,0.0,816.0,1163.0,1956.0,2308.0,3032.0,3455.0,3863.0,4862.0,5583.0,6582.0,7453.0,8452.0,9451.0,10450.0,11449.0,12448.0,13447.0,14446.0,15445.0,16444.0,17443.0,18442.0,19441.0,20440.0
Episode reward,0.0,65.77872845647289,85.28660250974144,66.59960428563917,85.6314288482727,72.96581135750247,84.31449916441936,84.87403466931082,-34.66083462084767,74.89786780932938,-29.27445765579247,70.74762492592853,-29.214402384596855,-30.678380438748654,-28.95083861015314,-31.67565967280901,-28.848030508373842,-32.95752527559257,-31.99149379476051,-32.32369421435851,-28.202727387329215,-32.18475526189393,-31.01804901188941,-32.337119711505004,-29.83610702632422
Episode feedback,0.8,0.4852579846618452,0.38439306247285243,0.29419191882046475,0.2507122499979708,0.19363762075568794,0.16113744037645156,0.14496314460697016,0.11122244477833422,0.06805555546103395,0.050100200350601004,0.03218390800898401,0.0150300601051803,0.007014028049084141,0.0060120240420721205,0.0060120240420721205,0.00200400801402404,0.00200400801402404,0.0,0.00100200400701202,0.00100200400701202,0.00100200400701202,0.0,0.00100200400701202,0.0
total seconds,0.0,81.70786786079407,114.41184329986572,174.7886426448822,199.68173241615295,244.9837441444397,271.09669733047485,295.4072906970978,351.0173840522766,389.66211700439453,441.33833622932434,485.2496988773346,534.9280028343201,584.0958058834076,633.1504876613617,682.1601963043213,731.1576840877533,779.9394416809082,829.0364570617676,878.0814208984375,926.652925491333,975.5428609848022,1024.1584212779999,1073.613834142685,1124.2584872245789
total minutes,0.0,1.3617977976799012,1.906864054997762,2.91314404408137,3.328028873602549,4.083062402407328,4.518278288841247,4.92345484495163,5.85028973420461,6.494368616739909,7.355638937155406,8.08749498128891,8.915466713905335,9.734930098056793,10.55250812768936,11.369336605072021,12.185961401462555,12.998990694681803,13.817274284362792,14.634690348307291,15.44421542485555,16.259047683080038,17.0693070213,17.893563902378084,18.73764145374298
cummulative feedback,0.0,395.0,528.0,761.0,849.0,989.0,1057.0,1116.0,1227.0,1276.0,1326.0,1354.0,1369.0,1376.0,1382.0,1388.0,1390.0,1392.0,1392.0,1393.0,1394.0,1395.0,1395.0,1396.0,1396.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,814.0,346.0,792.0,351.0,723.0,422.0,407.0,998.0,720.0,998.0,870.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
