,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Accumulated time steps,0.0,642.0,917.0,1864.0,2224.0,2583.0,3456.0,3847.0,4196.0,4628.0,5451.0,5971.0,6576.0,6815.0,7232.0,7920.0,8769.0,9659.0,10389.0,10943.0,11488.0,11810.0,12330.0,12810.0,13809.0,14808.0,15268.0,15989.0,16731.0,17500.0,17907.0,18528.0,18988.0,19540.0,20539.0
Episode reward,0.0,68.05340427018642,86.43163083606181,50.36948663747242,82.08387978797745,83.95700047120457,58.91982514973293,82.26008404644442,82.78187733627651,79.85670231548548,68.15490840603482,80.38854050914624,75.68177955681021,90.62751275216722,78.76096584440556,70.46781984980312,75.83559919967225,70.26627285170578,75.48932539587136,77.81458252882024,81.2568837954523,90.6984836918189,87.01062950485647,86.81606922639973,-29.302781430035818,-26.911635086794174,92.21816813186908,78.76206360482928,79.18745200418665,78.1676721520869,86.78175802889707,78.15617907704214,87.83158656770186,83.83009233192908,-29.58915214416822
Episode feedback,0.8,0.41406249935302736,0.26277372166870905,0.21458773761671487,0.16434540344193482,0.1284916197528167,0.10665137602448237,0.08974358951347798,0.07758620667360286,0.08352668194077335,0.07542579066249903,0.07321772625584254,0.04470198668095698,0.05462184850999224,0.038461538369082844,0.0203784570300168,0.008254716971397739,0.012373453304416812,0.013717421106011768,0.0018083182607444516,0.005514705872215614,0.0031152647878029136,0.0038535645397811858,0.0020876826678754017,0.00100200400701202,0.0030060120210360602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.488810539245605,58.59952092170715,114.08009362220764,134.7814326286316,154.71973586082458,201.5073528289795,222.4082670211792,241.29376602172852,264.57309341430664,307.2388970851898,334.5895485877991,365.25472474098206,378.06362771987915,399.3496527671814,432.8413100242615,473.700560092926,517.1133232116699,552.387134552002,579.4063589572906,605.9616310596466,622.1529445648193,647.6923491954803,671.3694331645966,720.2701790332794,769.219722032547,792.1158537864685,826.8169298171997,862.3257529735565,899.3729183673859,919.2192559242249,949.1994094848633,971.7196505069733,998.5911843776703,1045.8367884159088
total minutes,0.0,0.6914801756540935,0.9766586820284525,1.9013348937034606,2.246357210477193,2.5786622643470762,3.3584558804829916,3.7068044503529864,4.021562767028809,4.409551556905111,5.120648284753163,5.576492476463318,6.087578745683034,6.301060461997986,6.65582754611969,7.214021833737691,7.895009334882101,8.618555386861166,9.206452242533366,9.656772649288177,10.099360517660777,10.36921574274699,10.79487248659134,11.189490552743276,12.00450298388799,12.82032870054245,13.201930896441143,13.780282163619995,14.372095882892609,14.989548639456432,15.320320932070414,15.819990158081055,16.195327508449555,16.643186406294504,17.430613140265148
cummulative feedback,0.0,265.0,337.0,540.0,599.0,645.0,738.0,773.0,800.0,836.0,898.0,936.0,963.0,976.0,992.0,1006.0,1013.0,1024.0,1034.0,1035.0,1038.0,1039.0,1041.0,1042.0,1043.0,1046.0,1046.0,1046.0,1046.0,1046.0,1046.0,1046.0,1046.0,1046.0,1046.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,640.0,274.0,946.0,359.0,358.0,872.0,390.0,348.0,431.0,822.0,519.0,604.0,238.0,416.0,687.0,848.0,889.0,729.0,553.0,544.0,321.0,519.0,479.0,998.0,998.0,459.0,720.0,741.0,768.0,406.0,620.0,459.0,551.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
