,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8465.0,9464.0,10463.0,11462.0,12048.0,13047.0,13507.0,13997.0,14461.0,14930.0,15426.0,16220.0,16667.0,17291.0,18016.0,18898.0,19610.0
Episode reward,0.0,-60.93541685784789,-65.01344296295994,-64.7663049724014,-65.38575363385132,-65.68006534706345,-67.58102168660987,-73.40936960827462,-44.92635648038363,78.72980842370083,-51.79827768300598,-57.24894786572866,-55.711973113141184,80.50776847286696,-58.97125855813598,78.12957285368361,76.99626942362579,74.52453076523324,64.75390867775894,61.67551042182664,48.16155333135986,72.4991859002395,61.70613940742593,55.66803452565332,46.23000874318114,56.621477417092805
Episode feedback,0.8,0.14228456899570685,0.0851703405960217,0.0030060120210360602,0.01803607212621636,0.012024048084144241,0.0060120240420721205,0.025050100175300502,0.01803607212621636,0.019108280214207473,0.0100200400701202,0.00400801602804808,0.0030060120210360602,0.0017094017064796553,0.00200400801402404,0.0021786492327262545,0.0,0.0043196544183160815,0.0,0.0,0.001261034046329087,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,62.506098985672,121.52987027168274,171.67895102500916,220.02937173843384,268.3038499355316,316.3282313346863,365.6216444969177,413.55229473114014,436.50321984291077,482.8158845901489,529.7446904182434,578.417937040329,607.1977100372314,656.770304441452,680.2063717842102,705.1234118938446,728.8457589149475,752.8603715896606,778.2620875835419,818.1526024341583,841.0401260852814,872.5445878505707,909.0866451263428,953.2611713409424,989.2315876483917
total minutes,0.0,1.0417683164278666,2.025497837861379,2.8613158504168195,3.667156195640564,4.47173083225886,5.272137188911438,6.093694074948629,6.8925382455190025,7.275053664048513,8.046931409835816,8.82907817363739,9.64029895067215,10.119961833953857,10.946171740690867,11.33677286307017,11.75205686489741,12.147429315249125,12.547672859827678,12.971034793059031,13.635876707235973,14.01733543475469,14.542409797509512,15.151444085439046,15.887686189015707,16.487193127473194
cummulative feedback,0.0,142.0,227.0,230.0,248.0,260.0,266.0,291.0,309.0,318.0,328.0,332.0,335.0,336.0,338.0,339.0,339.0,341.0,341.0,341.0,342.0,342.0,342.0,342.0,342.0,342.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,471.0,998.0,998.0,998.0,585.0,998.0,459.0,489.0,463.0,468.0,495.0,793.0,446.0,623.0,724.0,881.0,711.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
