,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
Accumulated time steps,0.0,375.0,1132.0,1698.0,2241.0,2781.0,3061.0,3231.0,4230.0,4717.0,5077.0,5660.0,6623.0,7186.0,7494.0,7805.0,8590.0,9071.0,9623.0,10134.0,10519.0,11436.0,12405.0,12951.0,13442.0,14321.0,15320.0,15971.0,16556.0,17555.0,18261.0,19260.0,19822.0,20821.0
Episode reward,0.0,83.42195379255472,62.91590069380236,72.06965953820574,73.07968849384213,74.41098854015121,85.4111562365407,91.21947359764906,-43.15298568225228,79.52040014422832,82.60125717931038,76.00077840291726,56.39866242375058,81.40627867704004,88.02834369706977,87.23887844889381,72.46664846326553,81.02981760167326,84.26383459965065,81.54104241899138,87.1588658261088,70.95262852430288,67.46834614216263,83.17071674630266,81.26370133684516,65.26513877300206,-30.73425660786675,75.20379701269138,79.54548764501146,-43.01211007820248,77.18976860765379,-30.634531944839704,83.83377988429251,-29.175247091138914
Episode feedback,0.8,0.4075067013203574,0.2764550260893452,0.18230088463309577,0.12177121748750698,0.15584415555502013,0.118279569468532,0.11834319456601661,0.07615230453291352,0.07201646075716778,0.06128133687665366,0.0721649483296135,0.023908523883670974,0.03024911026646066,0.03583061877579603,0.01612903220603538,0.03061224485891295,0.014583333302951388,0.01088929217624448,0.02352941171856978,0.0,0.0032751091667302303,0.0030991735505173828,0.0,0.0,0.0011389521627118997,0.00100200400701202,0.0015384615360946746,0.0,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0
total seconds,0.0,24.30071783065796,71.08011412620544,103.87421107292175,132.95960998535156,163.29473614692688,179.13126683235168,189.04662537574768,240.44972705841064,265.781840801239,284.87002515792847,315.0783050060272,362.5425727367401,390.3999445438385,406.36150598526,422.2247633934021,461.23041677474976,484.9043288230896,511.7230336666107,537.086608171463,556.1415708065033,600.6044931411743,647.0789189338684,673.5811290740967,697.382495880127,739.2626113891602,787.2089288234711,818.6630258560181,847.0357944965363,894.7522535324097,928.9664916992188,977.9692277908325,1005.6029388904572,1053.7987365722656
total minutes,0.0,0.4050119638442993,1.1846685687700906,1.7312368512153626,2.2159934997558595,2.7215789357821145,2.985521113872528,3.1507770895957945,4.007495450973511,4.429697346687317,4.7478337526321415,5.251305083433787,6.0423762122790015,6.506665742397308,6.7726917664210005,7.037079389890035,7.687173612912496,8.08173881371816,8.528717227776845,8.951443469524383,9.269026180108389,10.010074885686238,10.784648648897807,11.226352151234945,11.623041598002116,12.32104352315267,13.120148813724517,13.644383764266967,14.117263241608937,14.912537558873494,15.482774861653645,16.299487129847208,16.76004898150762,17.563312276204428
cummulative feedback,0.0,152.0,361.0,464.0,530.0,614.0,647.0,667.0,743.0,778.0,800.0,842.0,865.0,882.0,893.0,898.0,922.0,929.0,935.0,947.0,947.0,950.0,953.0,953.0,953.0,954.0,955.0,956.0,956.0,957.0,957.0,958.0,958.0,958.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,373.0,756.0,565.0,542.0,539.0,279.0,169.0,998.0,486.0,359.0,582.0,962.0,562.0,307.0,310.0,784.0,480.0,551.0,510.0,384.0,916.0,968.0,545.0,490.0,878.0,998.0,650.0,584.0,998.0,705.0,998.0,561.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
