,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Accumulated time steps,0.0,444.0,1188.0,1810.0,2260.0,2530.0,2902.0,3267.0,3850.0,4849.0,5487.0,5970.0,6215.0,6631.0,7098.0,7624.0,8035.0,9034.0,10033.0,10590.0,11589.0,11991.0,12943.0,13512.0,14300.0,14801.0,15800.0,16602.0,17319.0,17805.0,18804.0,19681.0,20003.0
Episode reward,0.0,79.18371583695446,59.32318800696747,67.71050635881917,79.20522359196718,86.28784744042136,81.72251860261562,83.29763764854958,74.57081172304257,-42.982911426018276,74.3814372449481,81.88560737067891,89.22842158598483,84.17339284534962,81.10444871681841,77.69031783409542,85.10972472204271,-29.65278957235738,-34.23614722294171,82.32771143913675,-36.3563364839583,84.68672243604351,71.16416045461634,82.44322980081746,76.0741696578658,82.19233166468307,-32.62386440960806,72.17962646782672,68.2431865298235,85.51725335890835,-31.004498507452134,70.12057760362475,89.42188600448485
Episode feedback,0.8,0.36651583627485107,0.2314939431608426,0.21900160995329854,0.2583518925203744,0.15613382841585938,0.14016172468959104,0.13186813150585677,0.10652920943895325,0.08817635261705777,0.06907378325106156,0.051867219809404105,0.04918032766729374,0.033734939677747135,0.038626609359170366,0.03047619041814059,0.017073170690065437,0.012024048084144241,0.00901803606310818,0.010791366887065886,0.00400801602804808,0.002493765579816046,0.003154574129175001,0.0017605633771821067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,27.844226121902466,72.37170696258545,108.7060375213623,137.38305163383484,153.50772857666016,175.09798979759216,195.45869827270508,227.33527374267578,283.2090103626251,317.52265763282776,343.44900918006897,356.7779207229614,378.18153738975525,401.94380402565,428.5063500404358,448.82215785980225,497.40063738822937,545.525148153305,572.8668191432953,620.646497964859,640.6530709266663,686.4179031848907,713.8789739608765,751.6817688941956,776.1991052627563,824.2875685691833,862.4260725975037,896.8104264736176,920.4639372825623,968.5163288116455,1010.4618275165558,1026.6462008953094
total minutes,0.0,0.4640704353650411,1.2061951160430908,1.811767292022705,2.2897175272305805,2.558462142944336,2.9182998299598695,3.2576449712117515,3.7889212290445964,4.720150172710419,5.292044293880463,5.724150153001149,5.9462986787160235,6.303025623162587,6.699063400427501,7.141772500673929,7.480369297663371,8.290010623137157,9.092085802555085,9.54778031905492,10.344108299414318,10.677551182111104,11.440298386414845,11.89798289934794,12.528029481569925,12.936651754379273,13.738126142819722,14.373767876625061,14.946840441226959,15.341065621376037,16.141938813527425,16.841030458609264,17.110770014921822
cummulative feedback,0.0,162.0,334.0,470.0,586.0,628.0,680.0,728.0,790.0,878.0,922.0,947.0,959.0,973.0,991.0,1007.0,1014.0,1026.0,1035.0,1041.0,1045.0,1046.0,1049.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,442.0,743.0,621.0,449.0,269.0,371.0,364.0,582.0,998.0,637.0,482.0,244.0,415.0,466.0,525.0,410.0,998.0,998.0,556.0,998.0,401.0,951.0,568.0,787.0,500.0,998.0,801.0,716.0,485.0,998.0,876.0,321.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
