,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0,12988.0,13987.0,14986.0,15985.0,16984.0,17983.0,18982.0,19981.0
Episode reward,0.0,-71.8816053185991,-62.1334556751332,-71.19071034598589,-61.62280703926583,-73.06084426422683,-63.801012652896965,-62.11841512724962,-67.63477133158939,-65.99316642679466,-72.62700932345957,-63.9913551470525,-66.24636706943458,-42.85856530817568,-58.3382751340092,-45.95042700718375,-24.640803712109985,-9.566543325297495,-6.684408575136134,-8.647522387053359,-8.794016513320948
Episode feedback,0.8,0.0100200400701202,0.1553106210868631,0.0060120240420721205,0.08917835662406978,0.04308617230151686,0.014028056098168281,0.012024048084144241,0.01603206411219232,0.007014028049084141,0.00200400801402404,0.0060120240420721205,0.00200400801402404,0.00200400801402404,0.00200400801402404,0.00200400801402404,0.00100200400701202,0.0,0.0,0.0,0.0
total seconds,0.0,49.05056166648865,104.26065516471863,154.58140397071838,207.0188307762146,257.4144141674042,306.3427927494049,355.4966094493866,402.24696040153503,449.50937819480896,495.6774072647095,542.3106625080109,589.4723958969116,638.3490104675293,687.1582045555115,736.5634844303131,786.5523841381073,836.4363300800323,886.3656768798828,934.9062550067902,983.8884699344635
total minutes,0.0,0.8175093611081441,1.7376775860786438,2.5763567328453063,3.450313846270243,4.290240236123403,5.105713212490082,5.92494349082311,6.70411600669225,7.491822969913483,8.261290121078492,9.03851104180018,9.824539931615194,10.639150174458821,11.452636742591858,12.276058073838552,13.109206402301789,13.940605501333872,14.77276128133138,15.581770916779837,16.39814116557439
cummulative feedback,0.0,10.0,165.0,171.0,260.0,303.0,317.0,329.0,345.0,352.0,354.0,360.0,362.0,364.0,366.0,368.0,369.0,369.0,369.0,369.0,369.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
