,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4750.0,5749.0,6463.0,7155.0,7996.0,8995.0,9487.0,10151.0,10405.0,10741.0,10984.0,11326.0,11664.0,11938.0,12280.0,12657.0,13079.0,13498.0,13830.0,14080.0,14444.0,14907.0,15159.0,15600.0,15758.0,16010.0,16362.0,16527.0,16789.0,16948.0,17106.0,17359.0,17616.0,17782.0,18224.0,18663.0,18922.0,19208.0,19373.0,19650.0,19813.0,19996.0
Episode reward,0.0,-97.78513248556825,-49.86724584920116,-97.32337694582539,-74.61764137535047,34.9851243240403,-0.23786909236740966,51.24402473398208,52.016797340108155,40.62735095211302,-83.78267484850724,76.0745218044177,58.064494252827295,83.07064899843323,83.9343713707415,84.65096872708396,83.6298444188939,84.13839927624119,87.57877343801346,83.4939350176239,85.98110259030864,72.72090706622878,72.69184376565366,78.48054913598318,84.16922765373354,80.57089613542706,75.13462292135442,87.22757945857244,77.73069869978053,91.51824952179943,87.19587551804415,81.87891808291003,90.87733414044558,86.23857739482834,91.42963362866993,91.51187327666207,87.1499561259605,86.7469814552662,90.78025139416775,77.62059313062107,77.94977491366994,86.28452032611229,83.01858899809264,90.87829144985302,84.06970836858312,91.07039314985391,89.11876828897037
Episode feedback,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,41.28634238243103,83.10728287696838,124.4939444065094,166.08524131774902,197.78348016738892,239.01707196235657,269.5106210708618,298.46081042289734,334.8498809337616,377.2881495952606,398.3305068016052,3450.6866040229797,3462.390335559845,3477.162866830826,3488.3803453445435,3504.554352760315,3519.9952943325043,3532.555609703064,3547.9921264648438,3564.6010403633118,3583.060080766678,3602.9340999126434,3618.8528521060944,3631.055042028427,3648.1879909038544,3669.1631495952606,3680.903345108032,3701.83291387558,3709.8707106113434,3721.8258798122406,3738.586937904358,3746.822168111801,3759.78800368309,3767.7544786930084,3775.458936691284,3787.359166622162,3799.4945392608643,3807.8216321468353,3827.557012796402,3847.381225347519,3859.5710322856903,3872.840563058853,3880.9257757663727,3893.6263110637665,3901.732858657837,3910.503762483597
total minutes,0.0,0.6881057063738505,1.3851213812828065,2.074899073441823,2.768087355295817,3.2963913361231487,3.983617866039276,4.491843684514364,4.974346840381623,5.580831348896027,6.288135826587677,6.638841780026754,57.511443400382994,57.70650559266408,57.95271444718043,58.139672422409056,58.40923921267191,58.66658823887507,58.8759268283844,59.133202107747394,59.41001733938853,59.71766801277796,60.04890166521072,60.31421420176824,60.51758403380712,60.80313318173091,61.15271915992101,61.34838908513387,61.69721523125966,61.831178510189055,62.03043133020401,62.30978229840596,62.44703613519668,62.66313339471817,62.79590797821681,62.9243156115214,63.12265277703603,63.32490898768107,63.463693869113925,63.792616879940034,64.12302042245865,64.32618387142817,64.54734271764755,64.68209626277287,64.89377185106278,65.02888097763062,65.17506270805994
cummulative feedback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,752.0,998.0,713.0,691.0,840.0,998.0,491.0,663.0,253.0,335.0,242.0,341.0,337.0,273.0,341.0,376.0,421.0,418.0,331.0,249.0,363.0,462.0,251.0,440.0,157.0,251.0,351.0,164.0,261.0,158.0,157.0,252.0,256.0,165.0,441.0,438.0,258.0,285.0,164.0,276.0,162.0,182.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
