,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Accumulated time steps,0.0,1000.0,1517.0,2516.0,3016.0,3745.0,4744.0,5743.0,6445.0,7444.0,8443.0,9073.0,9710.0,10264.0,11236.0,12235.0,13234.0,14233.0,15232.0,16231.0,17230.0,18229.0,19228.0,20227.0
Episode reward,0.0,-62.319478188251715,73.85932859886535,-47.30292031986958,79.31452538209045,64.70000744506741,-43.597447966564076,-47.18989984490415,65.28930159382195,-42.306632179603,-45.53244065636259,71.79112211921863,71.51353363482188,74.95311106663965,56.80604810940107,-42.76980353089141,-45.18876708440037,-44.82522880811327,-44.22541438808198,-44.46497038741857,-42.46157159882838,-43.825708571300076,-43.75549703749751,-44.4860313129349
Episode feedback,0.8,0.012024048084144241,0.35852713108812573,0.16833667317801937,0.19038076114152153,0.12499999982829671,0.12224448885546645,0.0601202404207212,0.06704707551063184,0.028056112196336563,0.014028056098168281,0.01112877581696538,0.01572327041552945,0.009041591303722257,0.004119464465376452,0.0050100200350601,0.0030060120210360602,0.00200400801402404,0.00200400801402404,0.00200400801402404,0.0,0.0,0.00100200400701202,0.0
total seconds,0.0,55.528828382492065,101.57476735115051,174.2754945755005,214.42507672309875,274.6793575286865,359.1382393836975,434.8195445537567,488.80345392227173,561.1283111572266,631.284839630127,674.2895412445068,718.0007016658783,754.779810667038,817.0353600978851,880.7136540412903,940.2119290828705,989.9904253482819,1037.3957483768463,1085.333067893982,1133.2903485298157,1181.2901358604431,1228.9337918758392,1276.8651130199432
total minutes,0.0,0.9254804730415345,1.692912789185842,2.9045915762583414,3.5737512787183126,4.577989292144776,5.985637323061625,7.246992409229279,8.146724232037862,9.35213851928711,10.521413993835449,11.238159020741781,11.966678361097971,12.5796635111173,13.61725600163142,14.678560900688172,15.670198818047842,16.499840422471365,17.289929139614106,18.0888844648997,18.888172475496926,19.688168931007386,20.482229864597322,21.281085216999053
cummulative feedback,0.0,12.0,197.0,365.0,460.0,551.0,673.0,733.0,780.0,808.0,822.0,829.0,839.0,844.0,848.0,853.0,856.0,858.0,860.0,862.0,862.0,862.0,863.0,863.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,516.0,998.0,499.0,728.0,998.0,998.0,701.0,998.0,998.0,629.0,636.0,553.0,971.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
