,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Accumulated time steps,0.0,365.0,991.0,1354.0,2014.0,2532.0,3230.0,3953.0,4952.0,5951.0,6950.0,7938.0,8937.0,9936.0,10935.0,11814.0,12813.0,13812.0,14811.0,15810.0,16809.0,17808.0,18807.0,19806.0,20805.0
Episode reward,0.0,80.65869652927566,73.67364869943044,83.59411619385276,71.73384391313077,81.29928216451586,75.24847060724224,71.75426469970434,-35.6265097209636,-33.12910065155966,-30.43678664020082,66.36056999591537,-29.387427548698867,-33.75595259620018,-31.498174186970356,75.43349048157808,-29.727590657687085,-30.584212472248083,-29.858903981237724,-30.337179129531396,-32.02161734626341,-32.142456793761404,-30.69186323235828,-30.64712388506638,-32.263764012456605
Episode feedback,0.8,0.42424242307371235,0.45759999926784,0.2983425406123134,0.29438543202672923,0.23210831676574795,0.1850789093470891,0.1523545704261017,0.10220440871522604,0.0801603205609616,0.0400801602804808,0.024316109397856018,0.01703406811920434,0.012024048084144241,0.00901803606310818,0.0034168564881356988,0.00100200400701202,0.00100200400701202,0.0,0.00100200400701202,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,26.58788561820984,76.28246760368347,101.33276581764221,145.26989126205444,178.004047870636,219.71628212928772,261.25504088401794,315.32614517211914,368.17576837539673,419.39547657966614,469.1316981315613,518.7906668186188,568.5805106163025,619.348207950592,663.9544541835785,713.4709503650665,762.7529852390289,811.9049997329712,860.9994158744812,909.8192484378815,958.7005836963654,1007.6420829296112,1056.4109179973602,1105.6307594776154
total minutes,0.0,0.443131426970164,1.2713744600613912,1.6888794302940369,2.421164854367574,2.9667341311772666,3.6619380354881286,4.354250681400299,5.255435752868652,6.136262806256612,6.989924609661102,7.818861635526021,8.646511113643646,9.476341843605042,10.322470132509867,11.065907569726308,11.891182506084442,12.712549753983815,13.53174999554952,14.349990264574688,15.163654140631358,15.97834306160609,16.79403471549352,17.60684863328934,18.427179324626923
cummulative feedback,0.0,154.0,440.0,548.0,742.0,862.0,991.0,1101.0,1203.0,1283.0,1323.0,1347.0,1364.0,1376.0,1385.0,1388.0,1389.0,1390.0,1390.0,1391.0,1392.0,1393.0,1393.0,1393.0,1393.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,363.0,625.0,362.0,659.0,517.0,697.0,722.0,998.0,998.0,998.0,987.0,998.0,998.0,998.0,878.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
