,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Accumulated time steps,0.0,1000.0,1536.0,1978.0,2977.0,3479.0,3682.0,4030.0,4463.0,4692.0,5323.0,5669.0,6668.0,7142.0,7473.0,8034.0,8361.0,8961.0,9446.0,10290.0,11038.0,11990.0,12462.0,13198.0,13980.0,14452.0,15261.0,15635.0,16552.0,17320.0,17958.0,18440.0,19179.0,19639.0,20049.0
Episode reward,0.0,-67.16545048982545,74.7609177291297,81.45800625216165,-50.85467652101681,74.4137541767547,86.46127326317927,82.94514348488352,81.62120670885581,90.05001376746745,75.26570504689508,82.997762059085,-39.33137053596879,78.90106547495003,82.52234020407593,75.00964739599465,84.77659656744144,76.03000626933522,81.90874894367201,65.56673960080423,77.88053393022378,65.91740725968968,85.65592850135002,79.21036143393651,72.24901409950502,82.7610205448815,71.55125126925934,90.05607908696402,68.91622258447912,71.47135737887979,69.92779355410404,80.78542069555297,65.45903942399313,81.89666860375259,84.00158206400164
Episode feedback,0.8,0.00801603205609616,0.29532710225172504,0.2834467113754043,0.11823647282741837,0.13173652668316063,0.044554455224977946,0.10662824176764195,0.06944444428369341,0.057017543609572174,0.04920634912824389,0.05507246360848561,0.04208416829450484,0.04228329800785772,0.02424242416896235,0.023214285672831632,0.01840490791900335,0.010016694474095669,0.012396694189263029,0.007117437713976943,0.006693440419419759,0.003154574129175001,0.0,0.0,0.0012804097294745074,0.0021231422460230524,0.0,0.0,0.0021834061111534867,0.0,0.0015698587102513993,0.0,0.0,0.0,0.0
total seconds,0.0,44.53464937210083,78.35385823249817,106.40613889694214,159.5116810798645,187.31751799583435,198.32209372520447,217.63360047340393,240.4739966392517,252.82474780082703,285.59382224082947,303.47401785850525,353.9345495700836,378.6703734397888,395.98833298683167,423.8776376247406,440.4094944000244,469.9591770172119,493.7965304851532,534.5562944412231,570.7413332462311,616.3613529205322,639.4445366859436,674.7409710884094,712.1989145278931,735.3791522979736,774.3241927623749,792.9586553573608,836.8334996700287,873.64235496521,904.6428282260895,928.4953291416168,963.7361040115356,986.5664641857147,1006.7316493988037
total minutes,0.0,0.7422441562016805,1.3058976372083029,1.773435648282369,2.6585280179977415,3.121958633263906,3.305368228753408,3.627226674556732,4.007899943987528,4.213745796680451,4.759897037347158,5.057900297641754,5.898909159501394,6.311172890663147,6.599805549780528,7.064627293745676,7.340158240000407,7.832652950286866,8.229942174752553,8.909271574020385,9.512355554103852,10.272689215342204,10.657408944765727,11.245682851473491,11.869981908798218,12.256319204966227,12.905403212706249,13.215977589289347,13.947224994500479,14.560705916086834,15.077380470434825,15.47492215236028,16.06226840019226,16.442774403095246,16.778860823313394
cummulative feedback,0.0,8.0,166.0,291.0,409.0,475.0,484.0,521.0,551.0,564.0,595.0,614.0,656.0,676.0,684.0,697.0,703.0,709.0,715.0,721.0,726.0,729.0,729.0,729.0,730.0,731.0,731.0,731.0,733.0,733.0,734.0,734.0,734.0,734.0,734.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,535.0,441.0,998.0,501.0,202.0,347.0,432.0,228.0,630.0,345.0,998.0,473.0,330.0,560.0,326.0,599.0,484.0,843.0,747.0,951.0,471.0,735.0,781.0,471.0,808.0,373.0,916.0,767.0,637.0,481.0,738.0,459.0,409.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
